loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
3289,Kepler-908,b,1,1.34059747,0.109,250,5973,1.11,1.12,5/10/2016
3290,Kepler-909,b,1,13.93290318,0.131,318,6154,1.17,1.23,5/10/2016
3291,Kepler-91,b,1,6.24658,1.367,1030,4550,1.31,6.3,10/15/2015
3292,Kepler-910,b,1,2.36436901,0.073,402,6230,1.26,1.5,5/10/2016
3293,Kepler-911,b,1,20.310501,0.232,567,6112,1.34,1.99,5/10/2016
3294,Kepler-912,b,1,2.53475627,0.25,1265,5998,1.07,1.11,5/10/2016
3295,Kepler-913,b,1,10.29672521,0.184,597,4687,0.63,0.61,5/10/2016
3296,Kepler-914,b,1,4.40966548,0.123,678,5877,1.1,1.15,5/10/2016
3297,Kepler-915,b,1,4.59489604,0.134,806,6173,1.21,1.38,5/10/2016
3298,Kepler-916,b,1,32.2968798,0.157,769,5248,0.85,0.81,5/10/2016
3299,Kepler-917,b,1,2.97041437,0.17,1027,5418,0.8,0.76,5/10/2016
3300,Kepler-918,b,1,4.85386933,0.155,1245,6028,1.11,1.14,5/10/2016
3301,Kepler-919,b,1,11.04603384,0.201,1219,6113,1.15,1.21,5/10/2016
3302,Kepler-92,b,3,13.749,0.313,,5883,1.21,1.7,5/14/2014
3303,Kepler-92,c,3,26.723,0.232,,5883,1.21,1.7,5/14/2014
3304,Kepler-92,d,3,49.3568,0.184,,5883,1.21,1.7,5/21/2015
3305,Kepler-920,b,2,6.53192704,0.216,926,5403,0.89,0.85,5/10/2016
3306,Kepler-920,c,2,100.8274113,0.339,926,5403,0.89,0.85,5/10/2016
3307,Kepler-921,b,1,51.300634,0.256,847,5663,0.93,0.91,5/10/2016
3308,Kepler-922,b,1,0.93846683,0.127,558,5671,0.95,0.93,5/10/2016
3309,Kepler-923,b,1,6.93366476,0.123,966,5988,1.11,1.26,5/10/2016
3310,Kepler-924,b,1,61.0370117,0.274,995,6167,1.14,1.23,5/10/2016
3311,Kepler-925,b,1,33.8678531,0.209,623,4673,0.77,0.72,5/10/2016
3312,Kepler-926,b,1,52.0688601,0.206,771,5806,1.01,1.01,5/10/2016
3313,Kepler-927,b,1,9.1149903,0.153,879,5743,0.99,0.99,5/10/2016
3314,Kepler-928,b,1,3.9324613,0.142,532,4700,0.73,0.7,5/10/2016
3315,Kepler-929,b,1,0.92103214,0.099,820,5869,1.01,1.02,5/10/2016
3316,Kepler-93,b,2,4.72673978,0.132,,5669,0.91,0.92,4/16/2015
3317,Kepler-93,c,2,1460,,,5669,0.91,0.92,5/14/2014
3318,Kepler-930,b,1,71.4517775,0.19,905,6335,1.25,1.4,5/10/2016
3319,Kepler-931,b,1,8.03755877,0.119,490,5241,0.86,0.81,5/10/2016
3320,Kepler-932,b,1,1.9214374,0.122,478,5331,0.87,0.84,5/10/2016
3321,Kepler-933,b,1,14.20443009,0.219,922,5346,0.87,0.84,5/10/2016
3322,Kepler-934,b,1,55.6738309,0.186,603,5001,0.81,0.77,5/10/2016
3323,Kepler-935,b,1,4.88083852,0.12,482,4830,0.78,0.73,5/10/2016
3324,Kepler-936,b,1,10.56134221,0.129,687,5482,0.92,0.89,5/10/2016
3325,Kepler-937,b,2,67.668827,0.332,1482,6095,1.15,1.22,5/10/2016
3326,Kepler-937,c,2,153.343364,0.238,1482,6095,1.15,1.22,5/10/2016
3327,Kepler-938,b,1,52.6298417,0.198,861,5533,0.92,0.89,5/10/2016
3328,Kepler-939,b,1,14.878296,0.156,1029,5471,0.88,0.85,5/10/2016
3329,Kepler-94,b,2,2.50806,0.313,,4781,0.81,0.76,5/14/2014
3330,Kepler-94,c,2,820.3,,,4781,0.81,0.76,5/14/2014
3331,Kepler-940,b,1,59.6225257,0.298,1317,5769,0.97,0.96,5/10/2016
3332,Kepler-941,b,1,17.42395198,0.275,1105,5539,0.89,0.86,5/10/2016
3333,Kepler-942,b,1,44.96417488,0.19,218,4861,0.81,0.75,5/10/2016
3334,Kepler-943,b,1,49.7701438,0.529,1239,5612,0.93,0.91,5/10/2016
3335,Kepler-944,b,1,43.3167737,0.235,1035,5409,0.86,0.83,5/10/2016
3336,Kepler-945,b,1,31.0033814,0.235,1543,5718,0.97,0.97,5/10/2016
3337,Kepler-946,b,1,11.79162572,0.172,918,5665,0.94,0.93,5/10/2016
3338,Kepler-947,b,1,26.9644317,0.203,1188,5508,0.9,0.87,5/10/2016
3339,Kepler-948,b,1,7.76846622,0.165,884,5679,0.96,0.94,5/10/2016
3340,Kepler-949,b,1,8.6893073,0.26,572,5403,0.89,0.86,5/10/2016
3341,Kepler-95,b,1,11.5231,0.305,,5699,1.08,1.41,5/14/2014
3342,Kepler-950,b,1,98.7180406,0.801,1489,5857,1.02,1.02,5/10/2016
3343,Kepler-951,b,1,71.52530845,0.499,408,4834,0.77,0.73,5/10/2016
3344,Kepler-952,b,1,130.3546919,0.682,1167,5730,1,0.99,5/10/2016
3345,Kepler-953,b,2,88.40655258,0.376,240,5416,0.95,0.99,5/10/2016
3346,Kepler-953,c,2,9.10967112,0.106,240,5416,0.95,0.99,5/10/2016
3347,Kepler-954,b,1,16.78176602,0.207,224,4990,0.82,0.76,5/10/2016
3348,Kepler-955,b,1,14.53244172,0.279,637,5350,0.89,0.84,5/10/2016
3349,Kepler-956,b,1,5.24867263,0.268,631,6040,1.1,1.15,5/10/2016
3350,Kepler-957,b,1,5.90741354,0.491,749,4963,0.81,0.75,5/10/2016
3351,Kepler-958,b,1,9.7678805,0.184,467,5421,0.91,0.86,5/10/2016
3352,Kepler-959,b,1,14.80074836,0.391,1003,7005,1.6,2.01,5/10/2016
3353,Kepler-96,b,1,16.2385,0.238,,5690,1,1.02,5/14/2014
3354,Kepler-960,b,1,3.12686223,0.204,298,4755,0.77,0.72,5/10/2016
3355,Kepler-961,b,1,16.87727414,0.227,607,5582,0.96,0.9,5/10/2016
3356,Kepler-962,b,1,12.05707239,0.176,439,5478,0.93,0.86,5/10/2016
3357,Kepler-963,b,1,9.97683705,0.237,786,5461,0.91,0.87,5/10/2016
3358,Kepler-964,b,1,13.5225106,0.189,478,5427,0.93,0.84,5/10/2016
3359,Kepler-965,b,1,134.2527298,0.302,618,5886,1.05,1.15,5/10/2016
3360,Kepler-966,b,1,99.747622,0.368,773,5840,1.02,1.02,5/10/2016
3361,Kepler-967,b,2,13.22713379,0.21,499,5178,0.84,0.8,5/10/2016
3362,Kepler-967,c,2,198.7112502,0.326,499,5178,0.84,0.8,5/10/2016
3363,Kepler-968,b,2,3.69298373,0.178,312,4598,0.76,0.7,5/10/2016
3364,Kepler-968,c,2,5.70940492,0.151,312,4598,0.76,0.7,5/10/2016
3365,Kepler-969,b,2,34.1731714,0.185,411,5214,0.92,0.82,5/10/2016
3366,Kepler-969,c,2,1.6829346,0.088,411,5214,0.92,0.82,5/10/2016
3367,Kepler-97,b,2,2.58664,0.132,,5779,0.94,0.98,5/14/2014
3368,Kepler-97,c,2,789,,,5779,0.94,0.98,5/14/2014
3369,Kepler-970,b,1,16.73652231,0.247,350,4511,0.7,0.67,5/10/2016
3370,Kepler-971,b,1,9.59070716,0.19,345,5431,0.88,0.85,5/10/2016
3371,Kepler-972,b,1,7.03932553,0.415,1304,6146,1.15,1.22,5/10/2016
3372,Kepler-973,b,1,49.6077331,0.175,297,5213,0.86,0.78,5/10/2016
3373,Kepler-974,b,1,4.19449651,0.14,121,3687,0.52,0.5,5/10/2016
3374,Kepler-975,b,1,1.97034246,0.132,404,4897,0.8,0.75,5/10/2016
3375,Kepler-976,b,1,105.9564148,0.353,1020,5232,0.87,0.83,5/10/2016
3376,Kepler-977,b,1,26.85328322,0.234,664,5315,0.87,0.83,5/10/2016
3377,Kepler-978,b,1,49.6221509,0.267,624,6002,1.07,1.09,5/10/2016
3378,Kepler-979,b,1,8.0880135,0.243,606,5310,0.87,0.83,5/10/2016
3379,Kepler-98,b,1,1.54168,0.178,,5539,0.99,1.11,5/14/2014
3380,Kepler-980,b,1,11.55102504,0.238,804,5935,1.05,1.06,5/10/2016
3381,Kepler-981,b,1,4.46975774,0.206,913,5718,0.98,0.96,5/10/2016
3382,Kepler-982,b,1,15.7738221,0.201,702,6139,1.16,1.29,5/10/2016
3383,Kepler-983,b,1,60.0855082,0.211,655,6052,1.13,1.08,5/10/2016
3384,Kepler-984,b,1,43.0342272,0.189,461,5610,0.96,0.93,5/10/2016
3385,Kepler-985,b,1,116.331901,0.266,741,5434,0.91,0.85,5/10/2016
3386,Kepler-986,b,1,56.4349938,0.211,563,5642,0.96,0.98,5/10/2016
3387,Kepler-987,b,1,105.3033148,0.291,936,5637,0.97,0.91,5/10/2016
3388,Kepler-988,b,1,17.76080053,0.185,248,4005,0.55,0.53,5/10/2016
3389,Kepler-989,b,1,7.96431535,0.197,484,5074,0.82,0.78,5/10/2016
3390,Kepler-99,b,1,4.60358,0.132,,4782,0.79,0.73,5/14/2014
3391,Kepler-990,b,2,9.91723428,0.232,933,5948,1.05,1.08,5/10/2016
3392,Kepler-990,c,2,0.53835431,0.136,933,5948,1.05,1.08,5/10/2016
3393,Kepler-991,b,1,82.5342519,0.227,370,4392,0.64,0.61,5/10/2016
3394,Kepler-992,b,1,20.16034462,0.145,268,4944,0.8,0.74,5/10/2016
3395,Kepler-993,b,1,22.08557563,0.265,298,3843,0.57,0.54,5/10/2016
3396,Kepler-994,b,1,1.15116651,0.143,170,3934,0.56,0.54,5/10/2016
3397,Kepler-995,b,1,28.26731672,0.241,659,5206,0.83,0.8,5/10/2016
3398,Kepler-996,b,1,3.77059058,0.177,1098,6014,1.09,1.14,5/10/2016
3399,Kepler-997,b,1,2.70730672,0.121,470,6150,1.22,1.56,5/10/2016
3400,Kepler-998,b,1,5.65377733,0.207,996,6058,1.12,1.18,5/10/2016
3401,Kepler-999,b,1,5.99185702,0.209,568,6237,1.29,1.65,5/10/2016
3402,LHS 1140,b,1,24.73712,0.128,12.47,3131,0.15,0.19,4/27/2017
3403,LkCa 15,b,2,,,,,,,12/3/2015
3404,LkCa 15,c,2,,,,,,,12/3/2015
3405,Lupus-TR-3,b,1,3.91405,0.89,2000,5000,0.87,0.82,5/14/2014
3406,MASCARA-1,b,1,2.14878,1.5,188.7,7554,1.72,2.1,11/2/2017
3407,MOA-2007-BLG-192L,b,1,,,1000,,0.06,,10/29/2014
3408,MOA-2007-BLG-400L,b,1,,,5800,,0.3,,10/29/2014
3409,MOA-2008-BLG-310L,b,1,,,7700,,0.21,,8/3/2017
3410,MOA-2008-BLG-379L,b,1,,,3300,,0.56,,10/29/2014
3411,MOA-2009-BLG-266L,b,1,2774,,3040,,0.56,,10/29/2014
3412,MOA-2009-BLG-319L,b,1,,,6100,,0.38,,10/29/2014
3413,MOA-2009-BLG-387L,b,1,1982,,5690,,0.19,,6/4/2015
3414,MOA-2010-BLG-073L,b,1,,,2800,,0.16,,5/14/2014
3415,MOA-2010-BLG-117L,b,1,,,3500,,0.58,,4/5/2018
3416,MOA-2010-BLG-328L,b,1,,,810,,0.11,,6/4/2015
3417,MOA-2010-BLG-353L,b,1,,,6430,,0.18,,6/9/2016
3418,MOA-2010-BLG-477L,b,1,,,2300,5950,0.67,,10/29/2014
3419,MOA-2011-BLG-028L,b,1,,,7380,,0.75,,3/24/2016
3420,MOA-2011-BLG-262L,b,1,,,7000,,0.12,,6/4/2015
3421,MOA-2011-BLG-293L,b,1,,,7720,,0.86,,5/14/2014
3422,MOA-2011-BLG-322L,b,1,,,7560,,0.39,,5/14/2014
3423,MOA-2012-BLG-006L,b,1,,,5300,,0.49,,9/15/2017
3424,MOA-2012-BLG-505L,b,1,,,7210,,0.1,,6/22/2017
3425,MOA-2013-BLG-605L,b,1,,,,,0.03,,5/19/2016
3426,MOA-2016-BLG-227L,b,1,,,6500,,0.29,,5/18/2017
3427,MOA-bin-1L,b,1,,,5100,,0.75,,5/14/2014
3428,MXB 1658-298,b,1,760,,,,1.98,,7/27/2017
3429,NGC 2682 Sand 364,b,1,121.71,,,4284,1.35,21.8,5/14/2014
3430,NGC 2682 Sand 978,b,1,511.21,,628.93,4200,1.37,,3/30/2017
3431,NGC 2682 YBP 1194,b,1,6.959,,,5780,1.01,,7/7/2016
3432,NGC 2682 YBP 1514,b,1,5.118,,,5725,0.96,,7/7/2016
3433,NGC 2682 YBP 401,b,1,4.087,,,6165,1.14,,7/7/2016
3434,NGC 4349 127,b,1,677.8,,2200,,3.9,,5/14/2015
3435,NGTS-1,b,1,2.647298,1.33,224,3916,0.62,0.57,11/9/2017
3436,NN Ser,c,2,5573.55,,500,57000,0.54,,5/14/2014
3437,NN Ser,d,2,2883.5,,500,57000,0.54,,5/14/2014
3438,NY Vir,b,1,2985.7,,,,,,9/25/2014
3439,OGLE-2003-BLG-235L,b,1,,,5800,,0.63,,2/25/2016
3440,OGLE-2005-BLG-071L,b,1,,,3200,,0.46,,10/29/2014
3441,OGLE-2005-BLG-169L,b,1,,,4100,,0.69,,11/19/2015
3442,OGLE-2005-BLG-390L,b,1,3285,,6600,,0.22,,10/29/2014
3443,OGLE-2006-BLG-109L,b,2,1788.5,,1510,,0.51,,11/5/2014
3444,OGLE-2006-BLG-109L,c,2,4927.5,,1510,,0.51,,11/5/2014
3445,OGLE-2007-BLG-349L A,c,1,2557,,2760,,0.41,,9/29/2016
3446,OGLE-2007-BLG-368L,b,1,,,5900,,0.64,,11/5/2014
3447,OGLE-2008-BLG-092L,b,1,,,8100,,0.71,,10/29/2014
3448,OGLE-2008-BLG-355L,b,1,,,6800,,0.37,,6/11/2014
3449,OGLE-2011-BLG-0251L,b,1,,,2570,,0.26,,5/14/2014
3450,OGLE-2011-BLG-0265L,b,1,,,4380,,0.21,,3/5/2015
3451,OGLE-2012-BLG-0026L,b,2,,,4019,,1.06,,7/7/2016
3452,OGLE-2012-BLG-0026L,c,2,,,4019,,1.06,,7/7/2016
3453,OGLE-2012-BLG-0358L,b,1,,,1760,,0.02,,5/14/2014
3454,OGLE-2012-BLG-0406L,b,1,,,4970,,0.44,,5/14/2014
3455,OGLE-2012-BLG-0563L,b,1,,,1300,,0.34,,8/13/2015
3456,OGLE-2012-BLG-0724L,b,1,,,6700,,0.29,,4/28/2016
3457,OGLE-2012-BLG-0950L,b,1,,,3000,,0.56,,11/3/2016
3458,OGLE-2013-BLG-0102L,b,1,,,3040,,0.1,,1/29/2015
3459,OGLE-2013-BLG-0132L,b,1,,,3900,,0.54,,10/26/2017
3460,OGLE-2013-BLG-0341L B,b,1,,,1161,,0.15,,7/9/2014
3461,OGLE-2013-BLG-1721L,b,1,,,6300,,0.46,,10/26/2017
3462,OGLE-2014-BLG-0124L,b,1,,,4100,,0.71,,2/12/2015
3463,OGLE-2014-BLG-0676L,b,1,,,2220,,0.62,,12/21/2016
3464,OGLE-2014-BLG-1760L,b,1,,,6860,,0.51,,11/10/2016
3465,OGLE-2015-BLG-0051L,b,1,,,8200,,0.1,,10/6/2016
3466,OGLE-2015-BLG-0954L,b,1,,,600,,0.33,,7/18/2016
3467,OGLE-2015-BLG-0966L,b,1,,,2500,,0.38,,3/17/2016
3468,OGLE-2016-BLG-0263L,b,1,,,6500,,0.13,,9/28/2017
3469,OGLE-2016-BLG-0613L AB,b,1,,,3410,,0.72,,11/30/2017
3470,OGLE-2016-BLG-1190L,b,1,1224,,6770,,0.88,,11/30/2017
3471,OGLE-2016-BLG-1195L,b,1,,,3910,,0.08,,5/10/2017
3472,OGLE-2017-BLG-0173L,b,1,,,4705,,0.4,,3/26/2018
3473,OGLE-2017-BLG-1522L,b,1,,,,,0.04,,4/12/2018
3474,OGLE-TR-056,b,1,1.2119189,1.363,,6050,1.23,1.36,5/14/2014
3475,OGLE-TR-10,b,1,3.101278,1.25,,5950,1.14,1.17,5/14/2014
3476,OGLE-TR-111,b,1,4.0144463,1.019,,5040,0.85,0.83,2/25/2016
3477,OGLE-TR-113,b,1,1.4324752,1.093,600,4790,0.78,0.77,5/14/2014
3478,OGLE-TR-132,b,1,1.689868,1.2,2500,6210,1.3,1.32,10/29/2014
3479,OGLE-TR-182,b,1,3.9791,1.13,,5924,1.14,1.14,5/14/2014
3480,OGLE-TR-211,b,1,3.67724,1.36,,6325,1.33,1.64,5/14/2014
3481,OGLE2-TR-L9,b,1,2.4855335,1.61,,6933,1.52,1.53,5/14/2014
3482,Oph 11,b,1,7300000,,125,2375,0.02,,3/10/2016
3483,PH1,b,1,138.317,0.551,1000,6407,1.53,1.73,5/14/2014
3484,PH2,b,1,282.5255,0.903,,5629,0.94,1,5/14/2014
3485,POTS-1,b,1,3.1606296,0.941,1200,4400,0.69,0.59,5/14/2014
3486,PSR B1257+12,b,3,25.262,,600,,,,4/30/2015
3487,PSR B1257+12,c,3,66.5419,,600,,,,4/30/2015
3488,PSR B1257+12,d,3,98.2114,,600,,,,4/30/2015
3489,PSR B1620-26,b,1,,,,,1.35,,4/30/2015
3490,PSR J1719-1438,b,1,0.09070629,,1200,4500,1.4,0.04,5/14/2014
3491,PSR J2322-2650,b,1,0.322964,,230,,1.4,,12/21/2017
3492,Pr0201,b,1,4.4264,,,6174,1.23,1.17,9/10/2015
3493,Pr0211,b,2,2.1461,,,5300,0.94,0.83,2/11/2016
3494,Pr0211,c,2,4850,,,5300,0.94,0.83,2/11/2016
3495,Proxima Cen,b,1,11.186,,1.29,3050,0.12,0.14,8/25/2016
3496,Qatar-1,b,1,1.4200242,1.143,,5013,0.84,0.8,9/15/2016
3497,Qatar-2,b,1,1.33711647,1.254,,4645,0.74,0.78,11/5/2014
3498,Qatar-3,b,1,2.5079204,1.096,,6007,1.15,1.27,4/27/2017
3499,Qatar-4,b,1,1.8053564,1.135,,5215,0.9,0.85,4/27/2017
3500,Qatar-5,b,1,2.8792319,1.107,,5747,1.13,1.08,4/27/2017
3501,ROXs 12,b,1,,,120,3850,0.87,,5/14/2014
3502,ROXs 42 B,b,1,,,135,,1,,5/14/2014
3503,RR Cae,b,1,4343.5,,,,0.44,,8/27/2015
3504,Ross 128,b,1,9.8658,,3.38,3192,0.17,0.2,11/17/2017
3505,Ross 458,c,1,,1.22,11.43,,,,5/14/2014
3506,SR 12 AB,c,1,,,,,,,5/14/2014
3507,SWEEPS-11,b,1,1.796,1.13,8500,,1.1,1.45,5/14/2014
3508,SWEEPS-4,b,1,4.2,0.81,8500,,1.24,1.18,5/14/2014
3509,TAP 26,b,1,10.79,,147,4620,1.04,1.17,2/2/2017
3510,TCP J05074264+2447555,b,1,,,380,,0.25,,3/1/2018
3511,TRAPPIST-1,b,7,1.51087081,0.097,12.1,2559,0.08,0.12,2/22/2017
3512,TRAPPIST-1,c,7,2.4218233,0.094,12.1,2559,0.08,0.12,2/22/2017
3513,TRAPPIST-1,d,7,4.04961,0.069,12.1,2559,0.08,0.12,2/22/2017
3514,TRAPPIST-1,e,7,6.099615,0.082,12.1,2559,0.08,0.12,2/22/2017
3515,TRAPPIST-1,f,7,9.20669,0.093,12.1,2559,0.08,0.12,2/22/2017
3516,TRAPPIST-1,g,7,12.35294,0.101,12.1,2559,0.08,0.12,2/22/2017
3517,TRAPPIST-1,h,7,18.767,0.067,12.1,2559,0.08,0.12,6/15/2017
3518,TYC 1422-614-1,b,2,198.4,,759,4806,1.15,6.85,10/29/2014
3519,TYC 1422-614-1,c,2,559.3,,759,4806,1.15,6.85,10/29/2014
3520,TYC 3318-01333-1,b,1,562,,555.32,4776,1.19,5.9,1/25/2018
3521,TYC 3667-1280-1,b,1,26.468,,481,5130,1.87,6.26,3/31/2016
3522,TYC 4282-00605-1,b,1,101.54,,700,4300,0.97,16.21,6/29/2017
3523,TrES-1,b,1,3.030065,1.067,150,5230,0.88,0.81,10/15/2014
3524,TrES-2,b,1,2.47061317,1.247,213,5850,0.98,1,10/15/2015
3525,TrES-3,b,1,1.30618581,1.336,228,5650,0.93,0.83,5/14/2014
3526,TrES-4,b,1,3.55392771,1.838,492,6295,1.45,1.81,5/5/2016
3527,TrES-5,b,1,1.48224686,1.194,360,5171,0.9,0.87,4/16/2015
3528,UKIRT-2017-BLG-001L,b,1,,,6300,,0.81,,3/26/2018
3529,USco CTIO 108,b,1,,,,2700,0.06,,5/14/2015
3530,UZ For,b,2,5840,,,,0.7,,5/14/2014
3531,UZ For,c,2,1916.25,,,,0.7,,5/14/2014
3532,V0391 Peg,b,1,1170,,1400,29300,0.5,0.23,5/14/2015
3533,V830 Tau,b,1,4.927,,150,4250,1,2,12/1/2016
3534,VHS J125601.92-125723.9,b,1,,,12.7,2620,0.07,,5/14/2015
3535,WASP-1,b,1,2.5199454,1.483,408,,1.24,1.47,5/14/2014
3536,WASP-10,b,1,3.0927616,1.08,90,4675,0.75,0.7,5/14/2014
3537,WASP-100,b,1,2.849375,1.69,,6900,1.57,,5/14/2014
3538,WASP-101,b,1,3.585722,1.41,,6400,1.34,1.29,5/14/2014
3539,WASP-103,b,1,0.925542,1.528,470,6110,1.22,1.44,5/14/2014
3540,WASP-104,b,1,1.7554137,1.137,143,5475,1.08,0.96,9/25/2014
3541,WASP-105,b,1,7.87288,0.96,,5070,0.89,0.9,8/17/2017
3542,WASP-106,b,1,9.289715,1.085,283,6055,1.19,1.39,9/25/2014
3543,WASP-107,b,1,5.72149,0.94,,4430,0.69,0.66,8/17/2017
3544,WASP-11,b,1,3.7224747,1.005,121.7,4980,0.83,0.79,5/14/2014
3545,WASP-113,b,1,4.54216875,1.409,360,5890,1.32,1.61,7/18/2016
3546,WASP-114,b,1,1.5487743,1.339,460,5940,1.29,1.43,7/18/2016
3547,WASP-117,b,1,10.02165,1.021,,6038,1.13,1.17,8/27/2014
3548,WASP-118,b,1,4.0460435,1.44,,6410,1.32,1.7,9/8/2016
3549,WASP-119,b,1,2.49979,1.4,333,5650,1.02,1.2,5/5/2016
3550,WASP-12,b,1,1.0914203,1.9,,6360,1.43,1.66,9/15/2016
3551,WASP-120,b,1,3.6112706,1.473,437,6450,1.39,1.87,6/3/2016
3552,WASP-121,b,1,1.2749255,1.865,270,6459,1.35,1.46,6/23/2016
3553,WASP-123,b,1,2.9776412,1.318,214,5740,1.17,1.28,6/3/2016
3554,WASP-124,b,1,3.37265,1.24,433,6050,1.07,1.02,5/5/2016
3555,WASP-126,b,1,3.2888,0.96,234,5800,1.12,1.27,5/5/2016
3556,WASP-127,b,1,4.178062,1.37,102,5620,1.08,1.39,12/1/2016
3557,WASP-129,b,1,5.748145,0.93,246,5900,1,0.9,5/5/2016
3558,WASP-13,b,1,4.353011,1.389,155,5826,1.09,1.56,5/14/2014
3559,WASP-130,b,1,11.55098,0.89,180,5625,1.04,0.96,12/1/2016
3560,WASP-131,b,1,5.322023,1.22,250,6030,1.06,1.53,12/1/2016
3561,WASP-132,b,1,7.133521,0.87,120,4775,0.8,0.74,12/1/2016
3562,WASP-133,b,1,2.176423,1.21,547,5700,1.16,1.44,5/5/2016
3563,WASP-135,b,1,1.4013794,1.3,300,5675,0.98,0.96,12/3/2015
3564,WASP-136,b,1,5.215357,1.38,164,6260,1.41,2.21,12/1/2016
3565,WASP-138,b,1,3.634433,1.09,308,6272,1.22,1.36,12/1/2016
3566,WASP-139,b,1,5.924262,0.8,230,5310,0.92,0.8,12/1/2016
3567,WASP-14,b,1,2.243752,1.281,160,6475,1.21,1.31,5/14/2014
3568,WASP-140,b,1,2.2359835,1.44,180,5260,0.9,0.87,12/1/2016
3569,WASP-141,b,1,3.310651,1.21,570,5900,1.25,1.37,12/1/2016
3570,WASP-142,b,1,2.052868,1.53,840,6010,1.33,1.64,12/1/2016
3571,WASP-15,b,1,3.7520656,1.428,,6300,1.18,1.48,5/14/2014
3572,WASP-151,b,1,4.533471,1.13,,5871,1.08,1.14,10/26/2017
3573,WASP-153,b,1,3.332609,1.55,430,5914,1.34,1.73,10/26/2017
3574,WASP-156,b,1,3.836169,0.51,140,4910,0.84,0.76,10/26/2017
3575,WASP-157,b,1,3.9516205,1.065,,5838,1.26,1.13,6/23/2016
3576,WASP-16,b,1,3.1186009,1.008,,5700,1.02,0.95,5/14/2014
3577,WASP-167,b,1,2.0219596,1.58,381,7000,1.59,1.79,7/27/2017
3578,WASP-17,b,1,3.735438,1.991,400,6650,1.31,1.57,9/8/2016
3579,WASP-18,b,1,0.94145299,1.165,105.49,6400,1.28,1.23,5/14/2014
3580,WASP-19,b,1,0.78883899,1.392,250,5568,0.9,1,8/18/2016
3581,WASP-2,b,1,2.152226,1.071,166,5200,0.89,0.84,10/29/2014
3582,WASP-20,b,1,4.8996284,1.462,210,5940,1.2,1.39,3/5/2015
3583,WASP-21,b,1,4.322482,1.07,242,5800,0.89,1.14,5/14/2014
3584,WASP-22,b,1,3.53273064,1.199,300,6153,1.25,1.25,2/25/2016
3585,WASP-23,b,1,2.9444256,0.962,,5150,0.78,0.77,5/14/2014
3586,WASP-24,b,1,2.34121242,1.3,,6075,1.18,1.33,5/14/2014
3587,WASP-25,b,1,3.764825,1.22,,5703,1,0.92,5/14/2014
3588,WASP-26,b,1,2.7566004,1.281,250,5939,1.11,1.3,5/14/2014
3589,WASP-28,b,1,3.40883,1.213,410,6150,1.02,1.09,3/5/2015
3590,WASP-29,b,1,3.922727,0.792,70,4800,0.82,0.81,5/14/2014
3591,WASP-3,b,1,1.8468355,1.4,220,6400,1.23,1.36,12/1/2016
3592,WASP-31,b,1,3.4059096,1.549,360,6302,1.16,1.25,5/14/2014
3593,WASP-32,b,1,2.718659,1.18,,6100,1.1,1.11,5/14/2014
3594,WASP-33,b,1,1.2198669,1.497,116.14,7430,1.5,1.44,5/14/2014
3595,WASP-34,b,1,4.3176782,1.22,120,5700,1.01,0.93,5/14/2014
3596,WASP-35,b,1,3.161575,1.32,,5990,1.07,1.09,5/14/2014
3597,WASP-36,b,1,1.53736596,1.327,450,5959,1.08,0.98,4/7/2016
3598,WASP-37,b,1,3.577469,1.16,343,5800,0.93,1,5/14/2014
3599,WASP-38,b,1,6.871815,1.094,110,6150,1.2,1.33,5/14/2014
3600,WASP-39,b,1,4.055259,1.27,230,5400,0.93,0.9,5/14/2014
3601,WASP-4,b,1,1.33823251,1.33,300,5436,0.89,0.92,8/27/2015
3602,WASP-41,b,2,3.052404,1.18,180,5545,0.93,0.87,10/15/2015
3603,WASP-41,c,2,421,,180,5545,0.93,0.87,10/15/2015
3604,WASP-42,b,1,4.9816819,1.122,160,5315,0.95,0.89,2/25/2016
3605,WASP-43,b,1,0.813475,0.93,80,4400,0.58,0.6,5/14/2014
3606,WASP-44,b,1,2.4238039,1.14,,5410,0.95,0.93,5/14/2014
3607,WASP-45,b,1,3.126096,0.992,,5100,0.9,0.92,12/3/2015
3608,WASP-46,b,1,1.43036763,1.174,,5600,0.83,0.86,12/3/2015
3609,WASP-47,b,4,4.16071,1.15,200,5576,1.11,1.16,12/1/2016
3610,WASP-47,c,4,580.7,,200,5576,1.11,1.16,12/1/2016
3611,WASP-47,d,4,9.095,0.331,200,5576,1.11,1.16,12/1/2016
3612,WASP-47,e,4,0.789636,0.162,200,5576,1.11,1.16,12/1/2016
3613,WASP-48,b,1,2.14363544,1.396,,6000,1.06,1.52,3/26/2015
3614,WASP-49,b,1,2.7817387,1.115,170,5600,0.94,0.98,5/14/2014
3615,WASP-5,b,1,1.6284279,1.087,300,5700,0.96,1.03,10/29/2014
3616,WASP-50,b,1,1.9550959,1.153,230,5400,0.89,0.84,5/14/2014
3617,WASP-52,b,1,1.7497798,1.27,140,5000,0.87,0.79,5/14/2014
3618,WASP-53,b,1,3.3098443,1.074,,4953,0.84,0.8,2/2/2017
3619,WASP-53,c,1,2840,,,4953,0.84,0.8,2/2/2017
3620,WASP-54,b,1,3.6936411,1.653,200,6100,1.21,1.83,5/14/2014
