loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
2972,Kepler-655,b,1,46.4063358,0.242,783,6170,1.15,1.24,5/10/2016
2973,Kepler-656,b,1,1.26025909,0.278,867,5281,0.86,0.82,5/10/2016
2974,Kepler-657,b,1,24.54350418,0.314,1244,5808,1.01,1.01,5/10/2016
2975,Kepler-658,b,1,1.28707676,0.145,341,4103,0.63,0.6,5/10/2016
2976,Kepler-659,b,1,17.671796,0.223,688,4870,0.79,0.74,5/10/2016
2977,Kepler-66,b,1,17.815815,0.25,1107,5962,1.04,0.97,5/14/2014
2978,Kepler-660,b,1,9.27358194,0.229,564,4779,0.75,0.71,5/10/2016
2979,Kepler-661,b,1,6.02930132,0.274,558,4483,0.7,0.67,5/10/2016
2980,Kepler-662,b,1,21.67697486,0.194,641,4897,0.79,0.74,5/10/2016
2981,Kepler-663,b,1,4.99678284,0.232,1030,5264,0.86,0.82,5/10/2016
2982,Kepler-664,b,1,2.52559332,0.237,1386,5754,1.01,1.02,5/10/2016
2983,Kepler-665,b,1,16.01310205,0.232,651,4913,0.79,0.74,5/10/2016
2984,Kepler-666,b,1,4.49876092,0.214,1330,5887,1.03,1.05,5/10/2016
2985,Kepler-667,b,1,41.43962808,0.422,907,5327,0.91,0.87,5/10/2016
2986,Kepler-668,b,1,8.35390639,0.241,877,5352,0.87,0.82,5/10/2016
2987,Kepler-669,b,1,4.12554687,0.431,1778,6038,1.15,1.2,5/10/2016
2988,Kepler-67,b,1,15.7259,0.262,1107,5331,0.86,0.78,5/14/2014
2989,Kepler-670,b,1,2.81650485,1.176,980,5709,0.99,0.99,5/10/2016
2990,Kepler-671,b,1,4.28095859,0.24,1139,5624,0.97,0.95,5/10/2016
2991,Kepler-672,b,1,38.3774623,0.223,1011,5627,0.95,0.92,5/10/2016
2992,Kepler-673,b,1,3.72873109,0.583,978,5355,0.88,0.84,5/10/2016
2993,Kepler-674,b,1,2.24338185,0.151,302,4192,0.6,0.57,5/10/2016
2994,Kepler-675,b,1,2.33743801,0.218,651,4945,0.79,0.75,5/10/2016
2995,Kepler-676,b,1,11.59822172,0.271,243,3701,0.51,0.49,5/10/2016
2996,Kepler-677,b,1,6.57531678,0.48,1180,5723,1,0.99,5/10/2016
2997,Kepler-678,b,1,7.27503724,0.459,875,5520,0.94,0.91,5/10/2016
2998,Kepler-679,b,1,12.39358604,0.269,968,5403,0.87,0.84,5/10/2016
2999,Kepler-68,b,3,5.39875,0.208,135,5793,1.08,1.24,10/27/2016
3000,Kepler-68,c,3,9.60504,0.089,135,5793,1.08,1.24,10/27/2016
3001,Kepler-68,d,3,625,,135,5793,1.08,1.24,10/27/2016
3002,Kepler-680,b,1,3.68992629,0.216,1342,5890,1.08,1.11,5/10/2016
3003,Kepler-681,b,1,26.39435646,0.275,666,5021,0.8,0.76,5/10/2016
3004,Kepler-682,b,1,12.61190667,0.658,951,5559,0.92,0.89,5/10/2016
3005,Kepler-683,b,1,2.53918318,0.176,976,5703,0.96,0.95,5/10/2016
3006,Kepler-684,b,1,6.77030201,0.3,1066,5493,0.89,0.86,5/10/2016
3007,Kepler-685,b,1,1.6255222,0.944,1145,5963,1.11,1.16,5/10/2016
3008,Kepler-686,b,1,1.59474546,1.084,1203,5649,0.94,0.92,5/10/2016
3009,Kepler-687,b,1,20.50586978,0.314,628,4841,0.77,0.73,5/10/2016
3010,Kepler-688,b,1,3.89593684,0.871,1247,5715,0.98,0.96,5/10/2016
3011,Kepler-689,b,1,22.36656079,0.258,1044,5518,0.91,0.88,5/10/2016
3012,Kepler-69,b,2,13.722341,0.2,,5638,0.81,0.93,5/14/2014
3013,Kepler-69,c,2,242.4613,0.153,,5638,0.81,0.93,5/14/2014
3014,Kepler-690,b,1,7.74809437,0.531,1653,5913,1.11,1.16,5/10/2016
3015,Kepler-691,b,1,8.114379,0.186,239,3715,0.53,0.5,5/10/2016
3016,Kepler-692,b,1,21.81293494,0.277,1000,5440,0.9,0.86,5/10/2016
3017,Kepler-693,b,1,15.37563332,0.908,1002,4881,0.76,0.72,5/10/2016
3018,Kepler-694,b,1,6.36584161,0.25,1023,5700,0.97,0.95,5/10/2016
3019,Kepler-695,b,1,3.04033042,0.822,620,5181,0.84,0.8,5/10/2016
3020,Kepler-696,b,1,4.19042557,0.548,1285,5903,1.06,1.08,5/10/2016
3021,Kepler-697,b,1,3.70987065,0.368,1091,5513,0.92,0.88,5/10/2016
3022,Kepler-698,b,1,16.32976218,0.328,1135,5612,0.94,0.91,5/10/2016
3023,Kepler-699,b,1,27.80756293,1.259,888,5330,0.81,0.78,5/10/2016
3024,Kepler-7,b,1,4.8854892,1.622,,5933,1.36,1.97,10/15/2015
3025,Kepler-700,b,1,80.8720639,0.534,1061,5692,0.98,0.96,5/10/2016
3026,Kepler-701,b,1,10.35533177,0.253,755,5343,0.88,0.84,5/10/2016
3027,Kepler-702,b,1,10.52629406,0.818,892,5419,0.9,0.86,5/10/2016
3028,Kepler-703,b,1,4.58352176,0.732,1482,6185,1.18,1.27,5/10/2016
3029,Kepler-704,b,1,3.76182115,0.233,1054,5616,0.97,0.96,5/10/2016
3030,Kepler-705,b,1,56.0560538,0.188,251,3722,0.53,0.51,5/10/2016
3031,Kepler-706,b,1,41.40831347,1.175,810,5394,0.87,0.84,5/10/2016
3032,Kepler-707,b,1,2.23749275,0.119,626,5099,0.8,0.76,5/10/2016
3033,Kepler-708,b,1,3.16789194,0.261,1241,5692,0.97,0.96,5/10/2016
3034,Kepler-709,b,1,16.08524954,0.261,668,5071,0.8,0.77,5/10/2016
3035,Kepler-710,b,1,4.34728553,0.168,919,5611,0.94,0.91,5/10/2016
3036,Kepler-711,b,1,23.58914398,0.304,664,5222,0.84,0.8,5/10/2016
3037,Kepler-712,b,2,21.02247699,0.304,944,5148,0.84,0.78,5/10/2016
3038,Kepler-712,c,2,226.89047,0.433,944,5148,0.84,0.78,5/10/2016
3039,Kepler-713,b,1,7.411141,0.221,1003,5785,0.98,0.99,5/10/2016
3040,Kepler-714,b,1,8.09888799,0.863,1460,5995,1.09,1.12,5/10/2016
3041,Kepler-715,b,1,10.00652995,0.335,1214,5871,1.04,1.04,5/10/2016
3042,Kepler-716,b,1,10.37168453,0.259,675,5099,0.83,0.78,5/10/2016
3043,Kepler-717,b,1,4.40840023,0.216,1126,5485,0.88,0.85,5/10/2016
3044,Kepler-718,b,1,2.0523499,1.477,1520,6191,1.18,1.3,5/10/2016
3045,Kepler-719,b,1,5.00731778,0.76,1427,5777,0.99,0.98,5/10/2016
3046,Kepler-720,b,1,4.70832654,0.75,880,5618,0.95,0.92,5/10/2016
3047,Kepler-721,b,1,5.39202539,0.236,848,5075,0.82,0.78,5/10/2016
3048,Kepler-722,b,2,4.09357325,0.235,1375,5863,1.03,1.05,5/10/2016
3049,Kepler-722,c,2,105.144749,0.252,1375,5863,1.03,1.05,5/10/2016
3050,Kepler-723,b,1,4.08227507,1.088,965,5539,0.92,0.89,5/10/2016
3051,Kepler-724,b,1,3.31494634,0.294,862,5437,0.9,0.86,5/10/2016
3052,Kepler-725,b,1,39.64317811,0.948,778,5363,0.88,0.84,5/10/2016
3053,Kepler-726,b,1,21.80451088,0.291,838,5452,0.88,0.85,5/10/2016
3054,Kepler-727,b,1,5.15448442,0.226,892,5441,0.89,0.86,5/10/2016
3055,Kepler-728,b,1,5.74347727,0.298,1236,5660,0.95,0.93,5/10/2016
3056,Kepler-729,b,1,3.16635371,0.319,1271,5633,0.94,0.91,5/10/2016
3057,Kepler-730,b,1,6.49168426,0.822,1455,5726,1,1.01,5/10/2016
3058,Kepler-731,b,1,3.85560355,1.238,1311,5849,1.03,1.06,5/10/2016
3059,Kepler-732,b,2,9.46781405,0.194,150,3631,0.49,0.46,5/10/2016
3060,Kepler-732,c,2,0.89304124,0.113,150,3631,0.49,0.46,5/10/2016
3061,Kepler-733,b,1,20.83424726,0.252,980,5418,0.9,0.86,5/10/2016
3062,Kepler-734,b,1,6.10485286,0.318,553,5326,0.85,0.78,5/10/2016
3063,Kepler-735,b,1,11.51516988,0.263,790,5107,0.85,0.8,5/10/2016
3064,Kepler-736,b,1,3.60147201,0.261,1007,5217,0.86,0.81,5/10/2016
3065,Kepler-737,b,1,28.59915399,0.175,195,3813,0.51,0.48,5/10/2016
3066,Kepler-738,b,1,24.58721573,0.223,992,5327,0.86,0.82,5/10/2016
3067,Kepler-739,b,1,12.53248465,0.296,1128,5601,0.93,0.9,5/10/2016
3068,Kepler-74,b,1,7.340711,0.96,1330,6000,1.18,1.12,1/29/2015
3069,Kepler-740,b,1,3.58410122,0.408,1262,5438,0.91,0.87,5/10/2016
3070,Kepler-741,b,1,7.03902374,0.265,1530,6129,1.16,1.24,5/10/2016
3071,Kepler-742,b,1,8.36086824,0.289,499,4642,0.76,0.71,5/10/2016
3072,Kepler-743,b,1,3.17926292,0.108,258,5486,0.94,0.85,5/10/2016
3073,Kepler-744,b,1,12.06222443,0.145,486,5594,0.94,0.93,5/10/2016
3074,Kepler-745,b,1,9.93143556,0.193,1199,5849,1.04,1.04,5/10/2016
3075,Kepler-746,b,1,3.48159251,0.099,450,5418,0.91,0.93,5/10/2016
3076,Kepler-747,b,1,35.61760587,0.47,855,5096,0.82,0.78,5/10/2016
3077,Kepler-748,b,1,7.40742793,0.225,1271,5934,1.07,1.1,5/10/2016
3078,Kepler-749,b,1,17.31716585,0.277,753,5009,0.79,0.75,5/10/2016
3079,Kepler-75,b,1,8.8849116,1.05,1140,5200,0.91,0.89,1/29/2015
3080,Kepler-750,b,2,9.42887179,0.274,1181,6160,1.15,1.23,5/10/2016
3081,Kepler-750,c,2,4.08899022,0.145,1181,6160,1.15,1.23,5/10/2016
3082,Kepler-751,b,1,17.44490636,0.219,748,5387,0.87,0.84,5/10/2016
3083,Kepler-752,b,1,18.82747265,0.251,1075,5373,0.87,0.83,5/10/2016
3084,Kepler-753,b,1,5.74772501,0.17,278,4346,0.68,0.65,5/10/2016
3085,Kepler-754,b,1,14.5596237,0.179,1192,5935,1.06,1.08,5/10/2016
3086,Kepler-755,b,2,1.26909037,0.157,368,5043,0.82,0.77,5/10/2016
3087,Kepler-755,c,2,2.85313364,0.112,368,5043,0.82,0.77,5/10/2016
3088,Kepler-756,b,1,1.22486632,0.1,852,5282,0.82,0.79,5/10/2016
3089,Kepler-757,b,1,1.02267882,0.121,1016,6014,1.08,1.13,5/10/2016
3090,Kepler-758,b,4,12.1097104,0.221,1353,6228,1.16,1.42,5/10/2016
3091,Kepler-758,c,4,4.75793986,0.151,1353,6228,1.16,1.42,5/10/2016
3092,Kepler-758,d,4,20.4966197,0.189,1353,6228,1.16,1.42,5/10/2016
3093,Kepler-758,e,4,8.1934719,0.136,1353,6228,1.16,1.42,5/10/2016
3094,Kepler-759,b,1,41.805985,0.203,892,5860,1.04,1.04,5/10/2016
3095,Kepler-76,b,1,1.5449298,1.36,,6409,1.2,1.32,10/15/2015
3096,Kepler-760,b,2,8.70419416,0.273,782,5322,0.89,0.85,5/10/2016
3097,Kepler-760,c,2,2.46697439,0.132,782,5322,0.89,0.85,5/10/2016
3098,Kepler-761,b,1,10.12804789,0.181,867,5706,0.95,0.93,5/10/2016
3099,Kepler-762,b,1,3.7705521,1.131,1465,5944,1.06,1.08,5/10/2016
3100,Kepler-763,b,1,1.19655156,0.109,902,5166,0.84,0.8,5/10/2016
3101,Kepler-764,b,1,7.33683936,0.146,1013,5557,0.92,0.89,5/10/2016
3102,Kepler-765,b,1,27.6655226,0.217,1000,5901,1.05,1.06,5/10/2016
3103,Kepler-766,b,1,6.10027804,0.302,1614,5992,1.1,1.15,5/10/2016
3104,Kepler-767,b,1,161.5280101,0.592,1185,5694,0.96,0.94,5/10/2016
3105,Kepler-768,b,1,11.3910025,0.16,795,5108,0.82,0.78,5/10/2016
3106,Kepler-769,b,2,7.42608998,0.261,1362,6186,1.19,1.28,5/10/2016
3107,Kepler-769,c,2,15.9870174,0.16,1362,6186,1.19,1.28,5/10/2016
3108,Kepler-77,b,1,3.57878087,0.96,570,5520,0.95,0.99,5/14/2014
3109,Kepler-770,b,3,18.92540274,0.205,761,5598,0.94,0.92,5/10/2016
3110,Kepler-770,c,3,1.47532231,0.107,761,5598,0.94,0.92,5/10/2016
3111,Kepler-770,d,3,4.15244722,0.125,761,5598,0.94,0.92,5/10/2016
3112,Kepler-771,b,1,8.73485836,0.162,1000,5906,1.03,1.05,5/10/2016
3113,Kepler-772,b,1,12.99207337,0.162,689,5714,0.98,1.11,5/10/2016
3114,Kepler-773,b,1,3.74910006,0.128,528,5850,1.04,1.01,5/10/2016
3115,Kepler-774,b,1,11.0895723,0.283,1190,6403,1.57,2.42,5/10/2016
3116,Kepler-775,b,1,0.97486893,0.106,400,5468,0.92,0.84,5/10/2016
3117,Kepler-776,b,1,4.89718784,0.114,727,5071,0.83,0.78,5/10/2016
3118,Kepler-777,b,1,5.72812599,0.131,383,4043,0.58,0.56,5/10/2016
3119,Kepler-778,b,1,3.75574426,0.15,899,5102,0.81,0.77,5/10/2016
3120,Kepler-779,b,1,7.09714223,0.082,224,3804,0.46,0.44,5/10/2016
3121,Kepler-78,b,1,0.355,0.105,,5058,0.76,0.74,5/14/2014
3122,Kepler-780,b,1,0.67737516,0.079,520,5769,1.01,1.02,5/10/2016
3123,Kepler-781,b,1,13.2140732,0.258,1036,5162,0.81,0.78,5/10/2016
3124,Kepler-782,b,1,158.6853308,0.286,412,5867,0.98,1.01,5/10/2016
3125,Kepler-783,b,1,4.29264638,0.07,544,5521,0.93,0.89,5/10/2016
3126,Kepler-784,b,1,31.5922646,0.141,604,5674,1,1.32,5/10/2016
3127,Kepler-785,b,1,1.97376093,1.162,666,4739,0.77,0.71,5/10/2016
3128,Kepler-786,b,1,53.5293487,0.217,512,4838,0.81,0.74,5/10/2016
3129,Kepler-787,b,1,0.9283105,0.114,468,4248,0.65,0.62,5/10/2016
3130,Kepler-788,b,1,8.39846269,0.227,1649,6159,1.16,1.23,5/10/2016
3131,Kepler-789,b,1,8.63847725,0.189,915,5870,1.01,1.02,5/10/2016
3132,Kepler-79,b,4,13.4845,0.31,,6174,1.17,1.3,3/10/2016
3133,Kepler-79,c,4,27.4029,0.332,,6174,1.17,1.3,3/10/2016
3134,Kepler-79,d,4,52.0902,0.639,,6174,1.17,1.3,3/10/2016
3135,Kepler-79,e,4,81.0659,0.311,,6174,1.17,1.3,3/10/2016
3136,Kepler-790,b,1,13.73469807,0.194,727,5208,0.84,0.8,5/10/2016
3137,Kepler-791,b,1,14.5539759,0.272,1447,6383,1.3,1.47,5/10/2016
3138,Kepler-792,b,1,11.30119217,0.175,1205,5971,1.09,1.12,5/10/2016
3139,Kepler-793,b,1,4.24153639,0.122,794,5745,0.98,0.97,5/10/2016
3140,Kepler-794,b,1,11.13125132,0.188,763,5839,1.19,1.38,5/10/2016
3141,Kepler-795,b,1,29.6193421,0.15,458,5631,0.94,0.96,5/10/2016
3142,Kepler-796,b,1,6.40087618,0.116,377,5475,0.93,1.09,5/10/2016
3143,Kepler-797,b,1,27.07237711,0.194,752,5680,0.96,0.95,5/10/2016
3144,Kepler-798,b,1,13.71933369,0.213,1085,6224,1.19,1.29,5/10/2016
3145,Kepler-799,b,1,133.4605235,0.614,1029,5681,0.95,0.93,5/10/2016
3146,Kepler-8,b,1,3.5224991,1.416,1330,6213,1.21,1.49,10/15/2015
3147,Kepler-80,b,6,7.05246,0.238,357,4540,0.73,0.68,8/4/2016
3148,Kepler-80,c,6,9.52355,0.244,357,4540,0.73,0.68,8/4/2016
3149,Kepler-80,d,6,3.07222,0.136,357,4540,0.73,0.68,8/4/2016
3150,Kepler-80,e,6,4.64489,0.143,357,4540,0.73,0.68,8/4/2016
3151,Kepler-80,f,6,0.9867873,0.108,357,4540,0.73,0.68,8/4/2016
3152,Kepler-80,g,6,14.64558,0.101,357,4540,0.73,0.68,12/14/2017
3153,Kepler-800,b,1,14.13176026,0.254,1049,5315,0.85,0.82,5/10/2016
3154,Kepler-801,b,1,11.41928253,0.178,419,4435,0.67,0.63,5/10/2016
3155,Kepler-802,b,1,40.0587473,0.316,828,5507,0.93,0.9,5/10/2016
3156,Kepler-803,b,1,50.28638192,0.338,615,5919,1.05,1.12,5/10/2016
3157,Kepler-804,b,2,14.37457351,0.173,648,5817,1.01,1.05,5/10/2016
3158,Kepler-804,c,2,9.65185017,0.102,648,5817,1.01,1.05,5/10/2016
3159,Kepler-805,b,1,30.8638931,0.258,657,6112,1.19,1.65,5/10/2016
3160,Kepler-806,b,1,8.09219642,0.102,260,5770,0.99,1.16,5/10/2016
3161,Kepler-807,b,1,117.9310878,0.93,1312,5965,1.04,1.06,5/10/2016
3162,Kepler-808,b,1,0.63133235,0.13,321,4653,0.76,0.71,5/10/2016
3163,Kepler-809,b,1,55.63934,0.269,933,5734,0.99,0.98,5/10/2016
3164,Kepler-81,b,3,5.955,0.216,,4500,0.64,0.59,5/14/2014
3165,Kepler-81,c,3,12.04,0.211,,4500,0.64,0.59,5/14/2014
3166,Kepler-81,d,3,20.837846,0.108,,4500,0.64,0.59,5/14/2014
3167,Kepler-810,b,1,4.59725385,0.172,1554,5803,1.03,1.04,5/10/2016
3168,Kepler-811,b,1,23.58447697,0.241,847,5747,1.01,1.24,5/10/2016
3169,Kepler-812,b,1,10.11716531,0.317,1482,6761,1.45,1.71,5/10/2016
3170,Kepler-813,b,1,19.12947337,0.191,840,5743,0.95,0.93,5/10/2016
3171,Kepler-814,b,1,6.1469851,0.189,1327,6162,1.15,1.22,5/10/2016
3172,Kepler-815,b,1,8.57503552,0.367,1199,5028,1.25,3.42,5/10/2016
3173,Kepler-816,b,1,10.50682565,0.914,1059,5286,0.9,0.85,5/10/2016
3174,Kepler-817,b,1,3.99010623,0.806,1401,5861,1.03,1.03,5/10/2016
3175,Kepler-818,b,1,10.03538581,0.456,967,5638,0.94,0.92,5/10/2016
3176,Kepler-819,b,1,33.1995648,0.246,722,5279,0.86,0.81,5/10/2016
3177,Kepler-82,b,4,26.444,0.357,,5428,0.85,0.94,5/14/2014
3178,Kepler-82,c,4,51.538,0.477,,5428,0.85,0.94,5/14/2014
3179,Kepler-82,d,4,2.382961,0.158,,5428,0.85,0.94,5/14/2014
3180,Kepler-82,e,4,5.902206,0.22,,5428,0.85,0.94,5/14/2014
3181,Kepler-820,b,1,127.8338098,0.543,989,6260,1.23,1.36,5/10/2016
3182,Kepler-821,b,1,1.92279873,0.117,619,5191,0.84,0.8,5/10/2016
3183,Kepler-822,b,1,3.22296927,0.158,956,5928,1.06,1.08,5/10/2016
3184,Kepler-823,b,1,4.16809082,0.14,896,5643,0.98,0.96,5/10/2016
3185,Kepler-824,b,1,4.51436633,0.167,1352,6035,1.15,1.22,5/10/2016
3186,Kepler-825,b,2,3.77360059,0.136,820,5976,1.03,1.08,5/10/2016
3187,Kepler-825,c,2,8.1818246,0.164,820,5976,1.03,1.08,5/10/2016
3188,Kepler-826,b,1,4.48758907,0.112,649,6079,1.05,1.15,5/10/2016
3189,Kepler-827,b,1,51.92927591,0.502,1352,5602,0.93,0.91,5/10/2016
3190,Kepler-828,b,1,0.56785714,0.135,625,5039,0.81,0.77,5/10/2016
3191,Kepler-829,b,1,6.88337562,0.188,954,5698,0.98,0.97,5/10/2016
3192,Kepler-83,b,3,9.77,0.252,,4648,0.66,0.59,5/14/2014
3193,Kepler-83,c,3,20.09,0.211,,4648,0.66,0.59,5/14/2014
3194,Kepler-83,d,3,5.169796,0.173,,4648,0.66,0.59,5/14/2014
3195,Kepler-830,b,1,11.29695137,0.152,1122,6037,1.07,1.11,5/10/2016
3196,Kepler-831,b,1,5.62153941,0.113,577,5732,0.99,0.97,5/10/2016
3197,Kepler-832,b,1,7.1396941,0.184,1346,5596,0.92,0.9,5/10/2016
3198,Kepler-833,b,1,18.7546998,0.18,421,4339,0.64,0.62,5/10/2016
3199,Kepler-834,b,1,13.32388301,0.18,620,4554,0.7,0.66,5/10/2016
3200,Kepler-835,b,1,11.41909375,0.249,2011,5954,1.08,1.11,5/10/2016
3201,Kepler-836,b,1,11.36112327,0.244,1003,5895,1.03,1.04,5/10/2016
3202,Kepler-837,b,1,16.56059504,0.228,846,5403,0.85,0.81,5/10/2016
3203,Kepler-838,b,1,15.74957994,0.244,1210,5770,0.98,0.96,5/10/2016
3204,Kepler-839,b,1,37.8144514,0.229,833,6058,1.22,1.31,5/10/2016
3205,Kepler-84,b,5,8.726,0.199,,6031,1,1.17,5/14/2014
3206,Kepler-84,c,5,12.883,0.211,,6031,1,1.17,5/14/2014
3207,Kepler-84,d,5,4.224537,0.123,,6031,1,1.17,5/14/2014
3208,Kepler-84,e,5,27.434389,0.232,,6031,1,1.17,5/14/2014
3209,Kepler-84,f,5,44.552169,0.196,,6031,1,1.17,5/14/2014
3210,Kepler-840,b,1,2.49577962,1.523,778,5920,1.04,1.06,5/10/2016
3211,Kepler-841,b,1,124.4198398,0.467,1052,5324,0.85,0.81,5/10/2016
3212,Kepler-842,b,1,1.21956827,0.143,552,4848,0.78,0.73,5/10/2016
3213,Kepler-843,b,1,2.05387982,0.231,1247,5830,1.02,1.03,5/10/2016
3214,Kepler-844,b,1,2.61302086,0.15,394,4128,0.59,0.57,5/10/2016
3215,Kepler-845,b,1,0.92785982,0.182,471,4913,0.79,0.75,5/10/2016
3216,Kepler-846,b,1,19.80792185,0.221,1233,5579,0.94,0.91,5/10/2016
3217,Kepler-847,b,1,2.3432319,0.105,529,4940,0.83,0.77,5/10/2016
3218,Kepler-848,b,1,6.91134416,0.152,797,5695,1.01,1.2,5/10/2016
3219,Kepler-849,b,1,394.6244904,0.637,747,6059,1.23,1.64,5/10/2016
3220,Kepler-85,b,4,8.306,0.176,,5436,0.92,0.89,5/14/2014
3221,Kepler-85,c,4,12.513,0.194,,5436,0.92,0.89,5/14/2014
3222,Kepler-85,d,4,17.91323,0.107,,5436,0.92,0.89,5/14/2014
3223,Kepler-85,e,4,25.216751,0.113,,5436,0.92,0.89,5/14/2014
3224,Kepler-850,b,1,7.19303878,0.159,1535,5932,1.06,1.09,5/10/2016
3225,Kepler-851,b,1,8.50699658,0.15,869,5455,0.89,0.85,5/10/2016
3226,Kepler-852,b,1,44.9309804,0.227,854,6100,1.19,1.16,5/10/2016
3227,Kepler-853,b,1,7.16892463,0.151,610,6350,1.3,1.55,5/10/2016
3228,Kepler-854,b,1,2.14463285,1.492,741,6179,1.17,1.27,5/10/2016
3229,Kepler-855,b,1,7.8866311,0.745,1043,5835,1.03,1.03,5/10/2016
3230,Kepler-856,b,1,8.02768059,0.83,1175,5535,0.96,0.93,5/10/2016
3231,Kepler-857,b,1,85.35129427,0.607,1039,5773,0.99,0.99,5/10/2016
3232,Kepler-858,b,1,76.13602028,0.434,296,5653,0.96,0.91,5/10/2016
3233,Kepler-859,b,1,20.38177573,0.276,915,5020,0.81,0.77,5/10/2016
3234,Kepler-860,b,1,5.10137945,0.289,1295,5836,1.04,1.06,5/10/2016
3235,Kepler-861,b,1,3.94963138,0.203,806,5047,0.82,0.78,5/10/2016
3236,Kepler-862,b,1,3.14866453,0.197,806,5333,0.88,0.84,5/10/2016
3237,Kepler-863,b,1,15.59461874,0.259,1145,5678,0.96,0.95,5/10/2016
3238,Kepler-864,b,1,5.83376092,0.214,1573,5754,1,1,5/10/2016
3239,Kepler-865,b,1,14.16399294,0.222,664,5570,0.93,0.92,5/10/2016
3240,Kepler-866,b,1,2.61703254,0.145,690,4751,0.75,0.71,5/10/2016
3241,Kepler-867,b,1,150.242127,0.414,824,5541,0.92,0.91,5/10/2016
3242,Kepler-868,b,1,5.03251791,0.183,1269,5614,0.93,0.89,5/10/2016
3243,Kepler-869,b,1,40.4287755,0.322,957,5664,0.97,0.95,5/10/2016
3244,Kepler-87,b,2,114.73635,1.204,,5600,1.1,1.82,5/14/2014
3245,Kepler-87,c,2,191.2318,0.548,,5600,1.1,1.82,5/14/2014
3246,Kepler-870,b,1,21.3587621,0.248,1231,5857,1.01,1.02,5/10/2016
3247,Kepler-871,b,1,22.0459018,0.334,1695,5993,1.11,1.14,5/10/2016
3248,Kepler-872,b,1,2.57885507,0.178,1114,5902,1.05,1.08,5/10/2016
3249,Kepler-873,b,1,20.5533844,0.335,1397,6163,1.18,1.27,5/10/2016
3250,Kepler-874,b,1,40.0686727,0.352,1072,6020,1.09,1.13,5/10/2016
3251,Kepler-875,b,1,27.5073799,0.259,1244,5958,1.06,1.11,5/10/2016
3252,Kepler-876,b,1,5.14438011,0.128,735,5060,0.81,0.77,5/10/2016
3253,Kepler-877,b,1,18.45847097,0.189,572,5261,0.85,0.81,5/10/2016
3254,Kepler-878,b,1,25.9422033,0.172,567,5044,0.81,0.77,5/10/2016
3255,Kepler-879,b,1,33.3855938,0.229,772,5792,1.02,1.02,5/10/2016
3256,Kepler-880,b,1,7.71468975,0.237,673,6761,1.46,1.74,5/10/2016
3257,Kepler-881,b,1,4.44448017,0.159,1364,5961,1.06,1.09,5/10/2016
3258,Kepler-882,b,1,3.98953967,0.11,525,5476,0.9,0.87,5/10/2016
3259,Kepler-883,b,1,12.98495573,0.159,549,6116,1.06,1.09,5/10/2016
3260,Kepler-884,b,1,5.69919514,0.11,420,5715,1,0.94,5/10/2016
3261,Kepler-885,b,1,18.11472949,0.223,632,6187,1.21,1.35,5/10/2016
3262,Kepler-886,b,1,6.24146367,0.136,857,6098,1.1,1.16,5/10/2016
3263,Kepler-887,b,2,20.42228798,0.164,831,6194,1.19,1.29,5/10/2016
3264,Kepler-887,c,2,7.63846023,0.101,831,6194,1.19,1.29,5/10/2016
3265,Kepler-888,b,1,70.6979061,0.157,413,5875,0.97,0.9,5/10/2016
3266,Kepler-889,b,1,3.744439,0.097,513,5961,1.14,1.25,5/10/2016
3267,Kepler-890,b,1,52.75875577,0.793,1387,5954,1.09,1.13,5/10/2016
3268,Kepler-891,b,1,53.44945593,0.572,1372,5887,1.06,1.07,5/10/2016
3269,Kepler-892,b,1,13.7521072,0.251,640,4747,0.75,0.72,5/10/2016
3270,Kepler-893,b,1,6.33855761,0.27,1216,5820,1,0.99,5/10/2016
3271,Kepler-894,b,1,9.803224,0.248,1090,5603,0.87,0.85,5/10/2016
3272,Kepler-895,b,1,2.80624233,0.137,516,4315,0.65,0.61,5/10/2016
3273,Kepler-896,b,1,144.547396,0.226,896,5262,0.84,0.81,5/10/2016
3274,Kepler-897,b,1,8.0472642,0.213,1147,5839,1.03,1.04,5/10/2016
3275,Kepler-898,b,1,5.8706191,0.133,479,4223,0.65,0.62,5/10/2016
3276,Kepler-899,b,1,19.17891293,0.239,1038,5595,0.93,0.91,5/10/2016
3277,Kepler-9,b,3,19.24,0.842,650,5777,1.07,1.02,5/14/2014
3278,Kepler-9,c,3,38.91,0.823,650,5777,1.07,1.02,5/14/2014
3279,Kepler-9,d,3,1.592851,0.146,650,5777,1.07,1.02,5/14/2014
3280,Kepler-900,b,1,6.9913086,0.186,505,4836,0.78,0.73,5/10/2016
3281,Kepler-901,b,1,3.51749439,0.122,241,4184,0.59,0.57,5/10/2016
3282,Kepler-902,b,1,40.1099547,0.227,904,5647,0.95,0.93,5/10/2016
3283,Kepler-903,b,2,10.3507721,0.179,829,5682,0.98,0.97,5/10/2016
3284,Kepler-903,c,2,62.9228557,0.226,829,5682,0.98,0.97,5/10/2016
3285,Kepler-904,b,1,3.02166863,0.158,1151,6160,1.16,1.25,5/10/2016
3286,Kepler-905,b,1,5.08274652,0.126,521,5461,0.95,0.86,5/10/2016
3287,Kepler-906,b,1,41.6979976,0.188,758,6035,1.06,1.02,5/10/2016
3288,Kepler-907,b,1,15.86621821,0.107,352,6106,1.08,1.38,5/10/2016
