rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
2705,Kepler-46,c,Transit Timing Variations,3,57.011,0.2799,0.0146,87.4,0.376,Mass,,,1,1,0,0,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,,5309,0.9,0.79,5/14/2014,Kepler-46 c,1,0,0,0,0,0,3.27E-01,,330,,455,,0.376,,119.499,,119.499,,,,,,,,,64.1,,<a href=http://adsabs.harvard.edu/abs/2012Sci...336.1133N target=ref> Nesvorn&yacute; et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012Sci...336.1133N target=ref> Nesvorn&yacute; et al. 2012 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,48,11,http://exoplanet.eu/catalog/kepler-46_c/,http://exoplanets.org/detail/Kepler-46_c,2012-06,,,19.28458293,74.113752,13.623742,303.411215,63.82519,,,,,,,,,,,,,4.58,-0.255,1.53,0.41,[M/H],9.7,,,,,,0,0,0,0,0,3,0,,,,,,13.814,13.436,13.347,13.354,13.452,12.554,9.233,,,,,,,,,,,,13,,,,,0.378,0.089,0.467,,,,5
2706,Kepler-46,d,Transit,3,6.766589,0.067,,,,,0.146,,1,1,0,2,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,,5309,0.9,0.79,5/14/2014,Kepler-46 d,1,0,0,0,0,0,7.84E-02,,,,,,,,,,,1.64,0.015,,0.1082,2454971.059,BJD,0.24,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,44,11,http://exoplanet.eu/catalog/kepler-46_d/,,2014-03,,,19.28458293,74.113752,13.623742,303.411215,63.82519,,,,,,,,,,,,,4.58,-0.255,1.53,0.41,[M/H],9.7,,,,,,0,0,0,0,0,3,0,,,,,,13.814,13.436,13.347,13.354,13.452,12.554,9.233,,,,,,,,,,,,13,,,,,0.378,0.089,0.467,,,,5
2707,KIC 5437945,c,Transit,2,220.1303357,,,,,,0.492,,0,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,,13.771,Kepler-band,,6340,1.07,1.24,5/10/2016,Kepler-460 c,1,0,0,0,0,0,,,,,,,,,,,,5.52,0.051,,0.89354,2455078.986,JD,,,,0.04009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,24,9,http://exoplanet.eu/catalog/kepler-460_c/,,,,,19.23165711,72.033157,13.354994,300.940084,62.120517,,,,37,-6,37.5,,,,,,,4.16,,,-0.38,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,12.667,12.43,12.367,12.212,12.238,12.128,9.267,,,,,,,,,,,,13,,,,,0.237,0.063,0.3,,,,5
2708,Kepler-461,b,Transit,1,8.31378306,,,,,,0.23,,0,1,0,1,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468,13.704,Kepler-band,,5634,0.98,0.91,5/10/2016,Kepler-461 b,1,0,0,0,0,0,,,,,,,,,,,,2.58,0.024,,0.124696,2455008.992,JD,,,,0.02592,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,18,9,http://exoplanet.eu/catalog/kepler-461_b/,,,,,19.48327127,78.356225,13.200326,311.044656,66.462053,,,,,,,,,,,,,4.51,,,0.04,[Fe/H],2.51,,,,,,0,0,0,0,0,3,0,,,,,,12.253,11.969,11.917,11.867,11.929,11.992,9.531,,,,,,,,,,,,11,,,,,0.284,0.052,0.336,,,,5
2709,Kepler-462,b,Transit,1,84.6879808,,,,,,0.336,,0,1,0,1,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733,11.642,Kepler-band,,7070,1.59,2.04,5/10/2016,Kepler-462 b,1,0,0,0,0,0,,,,,,,,,,,,3.77,0.035,,0.417563,2454983.569,JD,,,,0.01739,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-462_b/,,,,,19.988077,78.828612,7.373558,320.198914,62.155308,,,,,,,,,,,,,4.02,,,-0.06,[Fe/H],1.45,,,,,,0,0,0,0,0,3,0,,,,,,10.983,10.876,10.851,10.846,10.882,11.081,9.259,,,,,,,,,,,,13,,,,,0.107,0.025,0.132,,,,5
2710,Kepler-463,b,Transit,1,8.98101683,,,,,,0.272,,0,1,0,1,19h55m44.89s,298.937046,+44d51m28.5s,44.85791,336,12.87,Kepler-band,,5661,0.87,0.9,5/10/2016,Kepler-463 b,1,0,0,0,0,0,,,,,,,,,,,,3.05,0.028,,0.078071,2454969.649,JD,,,,0.03101,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-463_b/,,,,,19.9291364,79.4121,8.448273,319.921562,63.368941,,,,,,,,,,,,,4.47,,,-0.28,[Fe/H],7.41,,,,,,0,0,0,0,0,3,0,,,,,,11.65,11.232,11.209,11.147,11.18,11.375,9.38,,,,,,,,,,,,13,,,,,0.418,0.023,0.441,,,,5
2711,Kepler-464,b,Transit,1,7.25696522,,,,,,0.294,,0,1,0,1,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653,12.702,Kepler-band,,5933,1.21,1.59,5/10/2016,Kepler-464 b,1,0,0,0,0,0,,,,,,,,,,,,3.3,0.03,,0.202662,2454967.023,JD,,,,0.01949,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-464_b/,,,,,19.6556782,81.741122,12.876345,318.215495,68.304592,,,,,,,,,,,,,4.11,,,0.19,[Fe/H],4.9,,,,,,0,0,0,0,0,3,0,,,,,,11.652,11.363,11.338,11.257,11.3,11.191,9.094,,,,,,,,,,,,13,,,,,0.289,0.025,0.314,,,,5
2712,Kepler-465,b,Transit,1,9.94067247,,,,,,0.263,,0,1,0,1,18h58m13.37s,284.55572,+46d03m49.8s,46.063828,587,12.663,Kepler-band,,6310,1.23,1.29,5/10/2016,Kepler-465 b,1,0,0,0,0,0,,,,,,,,,,,,2.95,0.027,,0.162525,2454968.215,JD,,,,0.02114,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-465_b/,,,,,18.97038133,76.086559,18.064193,297.873015,68.099448,,,,,,,,,,,,,4.31,,,0.09,[Fe/H],2.19,,,,,,0,0,0,0,0,3,0,,,,,,11.735,11.516,11.456,11.426,11.462,11.52,9.264,,,,,,,,,,,,13,,,,,0.219,0.06,0.279,,,,5
2713,Kepler-466,b,Transit,2,51.07926307,,,,,,0.254,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,,5927,1.04,1.05,5/10/2016,Kepler-466 b,1,0,0,0,0,0,,,,,,,,,,,,2.85,0.026,,0.265537,2455018.181,JD,,,,0.02468,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-466_b/,,,,,19.70991407,81.547137,12.177092,318.904393,67.627807,,,,,,,,,,,,,4.42,,,-0.01,[Fe/H],3.47,,,,,,0,0,0,0,0,3,0,,,,,,11.698,11.402,11.367,11.337,11.384,11.413,9.381,,,,,,,,,,,,13,,,,,0.296,0.035,0.331,,,,5
2714,Kepler-466,c,Transit,2,3.70921385,,,,,,0.112,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,,5927,1.04,1.05,5/10/2016,Kepler-466 c,1,0,0,0,0,0,,,,,,,,,,,,1.25,0.011,,0.106563,2454966.984,JD,,,,0.01055,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-466_c/,,,,,19.70991407,81.547137,12.177092,318.904393,67.627807,,,,,,,,,,,,,4.42,,,-0.01,[Fe/H],3.47,,,,,,0,0,0,0,0,3,0,,,,,,11.698,11.402,11.367,11.337,11.384,11.413,9.381,,,,,,,,,,,,13,,,,,0.296,0.035,0.331,,,,5
2715,Kepler-467,b,Transit,1,24.99324193,,,,,,0.201,,0,1,0,1,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458,12.377,Kepler-band,,5809,1.05,1.37,5/10/2016,Kepler-467 b,1,0,0,0,0,0,,,,,,,,,,,,2.25,0.021,,0.246179,2454971.682,JD,,,,0.0154,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-467_b/,,,,,19.15752106,69.796216,13.309716,298.156464,60.40288,,,,13.9,31.3,34.2,,,,,,,4.18,,,0.06,[Fe/H],8.13,,,,,,0,0,0,0,0,3,0,,,,,,11.274,10.961,10.897,10.871,10.916,10.969,9.27,,,,,,,,,,,,13,,,,,0.313,0.064,0.377,,,,5
2716,Kepler-468,b,Transit,1,38.47875707,,,,,,1.19,,0,1,0,1,19h15m36.54s,288.90224,+49d22m13.8s,49.370487,474,13.779,Kepler-band,,5498,0.96,0.87,5/10/2016,Kepler-468 b,1,0,0,0,0,0,,,,,,,,,,,,13.34,0.122,,0.2107687,2454984.853,JD,,,,0.14003,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-468_b/,,,,,19.26014933,80.432995,16.562232,308.697755,70.281327,,,,,,,,,,,,,4.54,,,0.1,[Fe/H],2,,,,,,0,0,0,0,0,3,0,,,,,,12.467,12.115,12.029,11.996,12.043,12.015,9.545,,,,,,,,,,,,13,,,,,0.352,0.086,0.438,,,,5
2717,Kepler-47,b,Transit,2,49.532,0.2962,0.035,89.7,2,Mass,0.27,,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,,5636,1.05,0.96,5/14/2014,Kepler-47 b,1,1,0,0,0,1,1.98E-01,,,,,,2,,636,,636,3.03,0.028,,,2454968.647,BJD,,,,0.0289,<a href=http://adsabs.harvard.edu/abs/2012Sci...337.1511O target=ref> Orosz et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012Sci...337.1511O target=ref> Orosz et al. 2012 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-47_%28ab%29_b/,http://exoplanets.org/detail/Kepler-47_b,2012-09,,,19.68652773,80.007097,11.66124,316.598993,66.31479,,,,,,,,,,,,,4.49,-0.076,1.176,-0.25,[m/H],,4.1,,,,,0,0,0,0,0,3,0,,,,,,13.97,13.639,13.535,13.535,13.581,12.752,9.068,,,,,,,,,,,,13,,,,,0.331,0.104,0.435,,,,5
2718,Kepler-47,c,Transit,2,303.137,0.991,0.411,89.825,28,Mass,0.411,,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,,5636,1.05,0.96,5/14/2014,Kepler-47 c,1,1,0,0,0,1,6.61E-01,,,,,,28,,8899,,8899,4.62,0.042,,,2455246.997,BJD,,,,0.044,<a href=http://adsabs.harvard.edu/abs/2012Sci...337.1511O target=ref> Orosz et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012Sci...337.1511O target=ref> Orosz et al. 2012 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-47_%28ab%29_c/,http://exoplanets.org/detail/Kepler-47_c,2012-09,,,19.68652773,80.007097,11.66124,316.598993,66.31479,,,,,,,,,,,,,4.49,-0.076,1.176,-0.25,[m/H],,4.1,,,,,0,0,0,0,0,3,0,,,,,,13.97,13.639,13.535,13.535,13.581,12.752,9.068,,,,,,,,,,,,13,,,,,0.331,0.104,0.435,,,,5
2719,Kepler-470,b,Transit,1,24.66919569,,,,,,1.288,,0,1,0,1,19h48m02.27s,297.00944,+50d22m20.3s,50.372314,989,13.224,Kepler-band,,6613,1.4,1.66,5/10/2016,Kepler-470 b,1,0,0,0,0,0,,,,,,,,,,,,14.44,0.132,,0.288271,2454965.864,JD,,,,0.07994,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-470_b/,,,,,19.80062931,83.668156,12.26533,323.417522,68.856423,,,,-2,-10,10.2,,,,,,,4.14,,,0.04,[Fe/H],1.86,,,,,,0,0,0,0,0,3,0,,,,,,12.269,12.042,12.034,11.901,11.929,11.963,9.213,,,,,,,,,,,,13,,,,,0.227,0.008,0.235,,,,5
2720,Kepler-471,b,Transit,1,5.01423457,,,,,,1.335,,0,1,0,1,19h56m23.41s,299.09754,+43d29m51.3s,43.497593,1373,13.797,Kepler-band,,6733,1.49,1.8,5/10/2016,Kepler-471 b,1,0,0,0,0,0,,,,,,,,,,,,14.96,0.137,,0.1921471,2454966.174,JD,,,,0.07586,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,18,8,http://exoplanet.eu/catalog/kepler-471_b/,,,,,19.939836,78.284599,7.662502,318.898651,62.086704,,,,,,,,,,,,,4.1,,,0.07,[Fe/H],1.58,,,,,,0,0,0,0,0,3,0,,,,,,12.804,12.583,12.562,12.433,12.498,12.452,9.04,,,,,,,,,,,,13,,,,,0.221,0.021,0.242,,,,5
2721,Kepler-472,b,Transit,1,4.17625551,,,,,,0.287,,0,1,0,1,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302,13.698,Kepler-band,,4996,0.85,0.78,5/10/2016,Kepler-472 b,1,0,0,0,0,0,,,,,,,,,,,,3.22,0.03,,0.154217,2454966.09,JD,,,,0.03757,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-472_b/,,,,,19.76828708,73.60063,7.220329,312.003273,58.88228,,,,36,30,46.9,,,,,,,4.59,,,0.16,[Fe/H],2.69,,,,,,0,0,0,0,0,3,0,,,,,,12.063,11.565,11.461,11.379,11.461,11.185,8.792,,,,,,,,,,,,13,,,,,0.498,0.104,0.602,,,,5
2722,Kepler-473,b,Transit,1,14.55731705,,,,,,0.364,,0,1,0,1,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641,13.397,Kepler-band,,5816,1.06,1.34,5/10/2016,Kepler-473 b,1,0,0,0,0,0,,,,,,,,,,,,4.08,0.037,,0.32385,2454978.095,JD,,,,0.0284,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-473_b/,,,,,19.10867291,69.835208,13.951802,297.168727,60.825753,,,,-4.1,6,7.3,,,,,,,4.21,,,0.12,[Fe/H],6.92,,,,,,0,0,0,0,0,3,0,,,,,,12.121,11.795,11.731,11.689,11.718,11.489,9.121,,,,,,,,,,,,15,,,,,0.326,0.064,0.39,,,,5
2723,Kepler-474,b,Transit,1,5.66067294,,,,,,0.273,,0,1,0,1,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568,13.494,Kepler-band,,5785,0.99,1.08,5/10/2016,Kepler-474 b,1,0,0,0,0,0,,,,,,,,,,,,3.06,0.028,,0.194675,2454970.416,JD,,,,0.02591,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-474_b/,,,,,19.48810107,76.272501,12.158524,309.169313,64.315179,,,,,,,,,,,,,4.36,,,-0.01,[Fe/H],6.76,,,,,,0,0,0,0,0,3,0,,,,,,12.306,11.969,11.91,11.786,11.856,11.875,9.537,,,,,,,,,,,,13,,,,,0.337,0.059,0.396,,,,5
2724,Kepler-475,b,Transit,1,3.10550819,,,,,,0.222,,0,1,0,1,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280,13.341,Kepler-band,,5009,0.86,0.79,5/10/2016,Kepler-475 b,1,0,0,0,0,0,,,,,,,,,,,,2.49,0.023,,0.07171,2454966.21,JD,,,,0.02898,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-475_b/,,,,,19.13678047,71.16459,14.164421,298.464721,61.976183,,,,-5.1,-23.3,23.9,,,,,,,4.58,,,0.21,[Fe/H],2.69,,,,,,0,0,0,0,0,3,0,,,,,,11.821,11.331,11.241,11.16,11.235,11.374,9.087,,,,,,,,,,,,13,,,,,0.49,0.09,0.58,,,,5
2725,Kepler-476,b,Transit,1,14.00640607,,,,,,0.275,,0,1,0,1,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687,13.837,Kepler-band,,5837,1.03,1.09,5/10/2016,Kepler-476 b,1,0,0,0,0,0,,,,,,,,,,,,3.08,0.028,,0.195038,2454975.209,JD,,,,0.02554,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-476_b/,,,,,19.6775878,77.294056,10.371371,313.58312,63.644056,,,,,,,,,,,,,4.38,,,0.04,[Fe/H],5.37,,,,,,0,0,0,0,0,3,0,,,,,,12.673,12.358,12.297,12.235,12.276,12.372,8.875,,,,,,,,,,,,13,,,,,0.315,0.061,0.376,,,,5
2726,Kepler-477,b,Transit,1,11.11990653,,,,,,0.185,,0,1,0,1,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367,13.536,Kepler-band,,5240,0.87,0.79,5/10/2016,Kepler-477 b,1,0,0,0,0,0,,,,,,,,,,,,2.07,0.019,,0.138733,2454972.753,JD,,,,0.02398,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,18,8,http://exoplanet.eu/catalog/kepler-477_b/,,,,,19.20450625,73.506215,14.330203,301.324904,63.842761,,,,-26,-6,26.7,,,,,,,4.58,,,-0.04,[Fe/H],2.09,,,,,,0,0,0,0,0,3,0,,,,,,12.274,11.832,11.729,11.628,11.674,11.62,9.269,,,,,,,,,,,,13,,,,,0.442,0.103,0.545,,,,5
2727,Kepler-478,b,Transit,1,13.2217576,,,,,,0.242,,0,1,0,1,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420,13.938,Kepler-band,,5210,0.85,0.8,5/10/2016,Kepler-478 b,1,0,0,0,0,0,,,,,,,,,,,,2.71,0.025,,0.121121,2454972.57,JD,,,,0.03132,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,8,http://exoplanet.eu/catalog/kepler-478_b/,,,,,19.4991296,78.458489,13.065451,311.455799,66.428674,,,,,,,,,,,,,4.56,,,-0.03,[Fe/H],4.9,,,,,,0,0,0,0,0,3,0,,,,,,12.57,12.113,12.005,,,,,,,,,,,,,,,,9,,,,,0.457,0.108,0.565,,,,5
2728,Kepler-479,b,Transit,1,12.49341307,,,,,,0.189,,0,1,0,1,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371,13.575,Kepler-band,,5247,0.86,0.81,5/10/2016,Kepler-479 b,1,0,0,0,0,0,,,,,,,,,,,,2.12,0.019,,0.093258,2454971.462,JD,,,,0.02427,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-479_b/,,,,,19.4014568,70.241253,10.334985,303.199129,58.8101,,,,14.2,20.5,24.9,,,,,,,4.56,,,-0.02,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,12.237,11.784,11.716,11.704,11.764,12.169,9.324,,,,,,,,,,,,13,,,,,0.453,0.068,0.521,,,,5
2729,Kepler-48,b,Transit,4,4.778,,,,0.0124,Mass,0.168,3.23,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,,13.04,Kepler-band,,5194,0.88,0.89,10/27/2016,Kepler-48 b,1,1,0,0,0,0,,,,1.62,,,0.0124,,3.94,,3.94,1.88,0.017,,,2454957.061,BJD,0.17,,,0.01932,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,46,12,http://exoplanet.eu/catalog/kepler-48_b/,http://exoplanets.org/detail/Kepler-48_b,2013-01,,,19.94261413,76.089985,6.339012,316.866194,59.736939,,,,,,,,,,,,,4.49,,1.98,0.17,[Fe/H],3.14,0.5,,,,,0,0,0,0,0,3,0,,,,,,11.702,11.292,11.221,11.11,11.181,11.138,8.746,,,,,,,,,,,,13,,,,,0.41,0.071,0.481,,,,5
