rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
602,HD 37605,b,Radial Velocity,2,55.01307,0.2831,0.6767,,2.802,Msini,,,0,0,0,1,05h40m01.73s,85.00721,+06d03m38.1s,6.060579,42.88,8.661,V (Johnson),8.406,5448,1,0.9,2/5/2015,HD 37605 b,0,1,0,0,0,0,6.60E+00,2453378.241,220.86,202.99,,,,2.802,,890.522,890.522,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>,2004,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...611L.133C target=ref> Cochran et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,43,16,http://exoplanet.eu/catalog/hd_37605_b/,http://exoplanets.org/detail/HD_37605_b,2004-08,HD 37605,HIP 26664,5.66714732,199.10447,-12.895244,84.799628,-17.288627,23.32,21.58,46.34,54.1,-246.3,252.2,52.4,-247.2,252.7,,5,K0 V,4.51,-0.229,,0.336,[Fe/H],7,1,,,,,5,0,1,4,0,3,1,,8.661,9.523,,,7.266,6.916,6.815,6.832,6.822,6.836,6.845,,,,,,,,,,,,13,,0.862,,,0.35,0.101,0.451,,,,5
603,HD 37605,c,Radial Velocity,2,2720,3.814,0.013,,3.366,Msini,,,0,0,0,0,05h40m01.73s,85.00721,+06d03m38.1s,6.060579,42.88,8.661,V (Johnson),8.406,5448,1,0.9,5/14/2014,HD 37605 c,0,1,0,0,0,0,8.90E+01,2454838,221,48.9,,,,3.366,,1069.771,1069.771,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,24,14,http://exoplanet.eu/catalog/hd_37605_c/,http://exoplanets.org/detail/HD_37605_c,2012-12,HD 37605,HIP 26664,5.66714732,199.10447,-12.895244,84.799628,-17.288627,23.32,21.58,46.34,54.1,-246.3,252.2,52.4,-247.2,252.7,,5,K0 V,4.51,-0.229,,0.336,[Fe/H],7,1,,,,,5,0,1,4,0,3,1,,8.661,9.523,,,7.266,6.916,6.815,6.832,6.822,6.836,6.845,,,,,,,,,,,,13,,0.862,,,0.35,0.101,0.451,,,,5
604,HD 38283,b,Radial Velocity,1,363.2,1.02,0.41,,0.34,Msini,,,0,0,0,0,05h37m02.02s,84.258408,-73d41m57.6s,-73.699341,37.78,6.696,V (Johnson),6.514,5998,1.08,,9/10/2015,HD 38283 b,0,1,0,0,0,0,2.70E+01,2450802.6,,10,,,,0.34,,108.0622,108.0622,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/abs/2011ApJ...732...31T target=ref> Tinney et al. 2011 </a>,2010,<a href=http://adsabs.harvard.edu/abs/2011ApJ...732...31T target=ref> Tinney et al. 2011 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,22,21,http://exoplanet.eu/catalog/hd_38283_b/,http://exoplanets.org/detail/HD_38283_b,2011-05,HD 38283,HIP 26380,5.61722717,284.821794,-31.15349,282.605671,-82.607611,26.47,26.39,37.89,138.4,-107.9,175.5,138.8,-108.5,176.2,61.3,4.05,G0/1 V,4.15,,,-0.12,[Fe/H],6.2,3,0.158,-4.97,,,1,0,1,0,0,3,0,,6.696,7.26,,,5.645,5.339,5.267,5.283,5.143,5.285,5.231,,,,,,,,5.02E+00,3.58E+00,1.18E+00,-1.49E+00,17,,0.564,,,0.306,0.072,0.378,0.363,0.163,0.363,8
605,HD 38529,b,Radial Velocity,2,14.3098,0.131,0.257,,0.839,Msini,,,0,0,0,0,05h46m34.91s,86.64547,+01d10m05.5s,1.168193,42.4,5.95,V (Johnson),,5697,1.48,,5/14/2014,HD 38529 b,0,1,0,0,0,0,3.09E+00,2454012.64,92.5,56.1,,,,0.839,,266.64813,266.64813,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,2000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...551.1107F target=ref> Fischer et al. 2001 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,58,33,http://exoplanet.eu/catalog/hd_38529_b/,http://exoplanets.org/detail/HD_38529_b,2001-04,HD 38529,HIP 27253,5.77636464,204.317354,-13.836886,86.376552,-22.228914,,,,-79.3,-140.6,161.4,,,,30.2,4.4,G4 IV,,,,0.51,[Fe/H],,3.9,0.174,-4.96,29.02,,12,0,1,11,0,3,2,7.14,5.95,6.73,,,4.905,4.384,4.211,4.22,4.087,4.224,4.181,4.196,4.235,,4.2,4.20E+00,2.54E+00,,3.85E+00,3.53E+00,-8.33E-01,-4.76E+00,24,0.41,0.78,,,0.521,0.173,0.694,0.471,0.278,0.437,10
606,HD 38529,c,Radial Velocity,2,2140.2,3.712,0.341,,13.38,Msini,,,0,0,0,0,05h46m34.91s,86.64547,+01d10m05.5s,1.168193,42.4,5.95,V (Johnson),,5697,1.48,,5/14/2014,HD 38529 c,0,1,0,0,0,0,8.75E+01,2452256.4,17.8,173.2,,,,13.38,,4252.39,4252.39,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,2000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...551.1107F target=ref> Fischer et al. 2001 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,51,33,http://exoplanet.eu/catalog/hd_38529_c/,http://exoplanets.org/detail/HD_38529_c,2001-04,HD 38529,HIP 27253,5.77636464,204.317354,-13.836886,86.376552,-22.228914,,,,-79.3,-140.6,161.4,,,,30.2,4.4,G4 IV,,,,0.51,[Fe/H],,3.9,0.174,-4.96,29.02,,12,0,1,11,0,3,2,7.14,5.95,6.73,,,4.905,4.384,4.211,4.22,4.087,4.224,4.181,4.196,4.235,,4.2,4.20E+00,2.54E+00,,3.85E+00,3.53E+00,-8.33E-01,-4.76E+00,24,0.41,0.78,,,0.521,0.173,0.694,0.471,0.278,0.437,10
607,HD 38801,b,Radial Velocity,1,696.3,1.7,0,,10.7,Msini,,,0,0,0,0,05h47m59.18s,86.996567,-08d19m39.7s,-8.3277,99.4,8.269,V (Johnson),7.973,5222,1.36,2.53,5/14/2014,HD 38801 b,0,1,0,0,0,0,1.71E+01,2453966,0,,,,,10.7,,3400.64,3400.64,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..550H target=ref> Harakawa et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..550H target=ref> Harakawa et al. 2010 </a>,Ground,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph,3,0,24,15,http://exoplanet.eu/catalog/hd_38801_b/,http://exoplanets.org/detail/HD_38801_b,2010-05,HD 38801,HIP 27384,5.79977112,213.267761,-17.863035,86.505421,-31.730564,10.06,10.96,91.28,-55.7,-75.4,93.7,-57.4,-75.5,94.8,,4.8,G8 IV,3.84,0.659,,0.26,[Fe/H],4.67,,,,,,3,0,1,2,0,3,1,,8.269,9.143,,,6.8,6.372,6.279,6.279,6.23,6.278,6.27,,,,,,,,,,,,13,,0.874,,,0.428,0.093,0.521,,,,5
608,HD 39091,b,Radial Velocity,1,2151,3.38,0.6405,,10.27,Msini,,,0,0,0,0,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.21,5.65,V (Johnson),5.514,5950,1.1,,7/23/2014,HD 39091 b,0,1,0,0,0,0,1.86E+02,2447820,330.24,196.4,,,,10.27,,3264,3264,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,2001,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002MNRAS.333..871J target=ref> Jones et al. 2002 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,50,38,http://exoplanet.eu/catalog/hd_39091_b/,http://exoplanets.org/detail/HD_39091_b,2002-07,HD 39091,HIP 26394,5.61941427,292.513482,-29.776203,273.907651,-76.013933,54.92,54.84,18.23,311.97,1050.19,1095.55,310.7,1049.7,1094.7,10.3,4.1,G1 V,4.36,,,0.048,[Fe/H],,3.14,0.16,-4.97,27.45,,3,0,1,2,0,4,1,6.36,5.65,6.25,,,4.869,4.424,4.241,4.269,3.972,4.199,4.219,,,,,4.28E+00,3.82E+00,,3.78E+00,4.21E+00,1.18E+00,-9.16E-01,29,0.11,0.6,,,0.445,0.183,0.628,0.375,0.19,0.355,15
609,HD 40307,b,Radial Velocity,5,4.3123,0.0468,0.2,,0.0126,Msini,,,0,0,0,0,05h54m04.24s,88.51767,-60d01m24.5s,-60.023472,12.83,7.17,V (Johnson),,4956,0.77,,5/14/2014,HD 40307 b,0,1,0,0,0,0,3.65E+00,,194.8,1.94,,,,0.0126,,4,4,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,59,29,http://exoplanet.eu/catalog/hd_40307_b/,http://exoplanets.org/detail/HD_40307_b,2009-01,HD 40307,HIP 27887,5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,,,-52.5,-59.7,79.5,,,,31.33,5.3,K3 V,4.47,-0.639,,-0.31,[Fe/H],4.5,1.61,,,,,2,0,1,1,0,4,1,,7.17,8.11,,,5.412,4.968,4.793,4.798,4.612,4.791,4.744,,,,,,,,4.38E+00,3.58E+00,1.18E+00,-1.14E+00,19,,0.94,,,0.444,0.175,0.619,0.541,0.462,0.261,9
610,HD 40307,c,Radial Velocity,5,9.6184,0.0799,0.06,,0.0208,Msini,,,0,0,0,0,05h54m04.24s,88.51767,-60d01m24.5s,-60.023472,12.83,7.17,V (Johnson),,4956,0.77,,5/14/2014,HD 40307 c,0,1,0,0,0,0,6.23E+00,,234.9,2.45,,,,0.0208,,6.6,6.6,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,59,29,http://exoplanet.eu/catalog/hd_40307_c/,http://exoplanets.org/detail/HD_40307_c,2009-01,HD 40307,HIP 27887,5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,,,-52.5,-59.7,79.5,,,,31.33,5.3,K3 V,4.47,-0.639,,-0.31,[Fe/H],4.5,1.61,,,,,2,0,1,1,0,4,1,,7.17,8.11,,,5.412,4.968,4.793,4.798,4.612,4.791,4.744,,,,,,,,4.38E+00,3.58E+00,1.18E+00,-1.14E+00,19,,0.94,,,0.444,0.175,0.619,0.541,0.462,0.261,9
611,HD 40307,d,Radial Velocity,5,20.432,0.1321,0.07,,0.0299,Msini,,,0,0,0,0,05h54m04.24s,88.51767,-60d01m24.5s,-60.023472,12.83,7.17,V (Johnson),,4956,0.77,,5/14/2014,HD 40307 d,0,1,0,0,0,0,1.03E+01,,17.2,2.75,,,,0.0299,,9.5,9.5,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,59,29,http://exoplanet.eu/catalog/hd_40307_d/,http://exoplanets.org/detail/HD_40307_d,2009-01,HD 40307,HIP 27887,5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,,,-52.5,-59.7,79.5,,,,31.33,5.3,K3 V,4.47,-0.639,,-0.31,[Fe/H],4.5,1.61,,,,,2,0,1,1,0,4,1,,7.17,8.11,,,5.412,4.968,4.793,4.798,4.612,4.791,4.744,,,,,,,,4.38E+00,3.58E+00,1.18E+00,-1.14E+00,19,,0.94,,,0.444,0.175,0.619,0.541,0.462,0.261,9
612,HD 40307,f,Radial Velocity,5,51.76,0.247,0.02,,0.0164,Msini,,,0,0,0,0,05h54m04.24s,88.51767,-60d01m24.5s,-60.023472,12.83,7.17,V (Johnson),,4956,0.77,,5/14/2014,HD 40307 f,0,1,0,0,0,0,1.92E+01,,355.2,1.09,,,,0.0164,,5.2,5.2,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,59,29,http://exoplanet.eu/catalog/hd_40307_f/,,2013-01,HD 40307,HIP 27887,5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,,,-52.5,-59.7,79.5,,,,31.33,5.3,K3 V,4.47,-0.639,,-0.31,[Fe/H],4.5,1.61,,,,,2,0,1,1,0,4,1,,7.17,8.11,,,5.412,4.968,4.793,4.798,4.612,4.791,4.744,,,,,,,,4.38E+00,3.58E+00,1.18E+00,-1.14E+00,19,,0.94,,,0.444,0.175,0.619,0.541,0.462,0.261,9
613,HD 40307,g,Radial Velocity,5,197.8,0.6,0.29,,0.0223,Msini,,,0,0,0,1,05h54m04.24s,88.51767,-60d01m24.5s,-60.023472,12.83,7.17,V (Johnson),,4956,0.77,,5/14/2014,HD 40307 g,0,1,0,0,0,0,4.68E+01,,91.7,0.95,,,,0.0223,,7.1,7.1,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,54,29,http://exoplanet.eu/catalog/hd_40307_g/,,2013-01,HD 40307,HIP 27887,5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,,,-52.5,-59.7,79.5,,,,31.33,5.3,K3 V,4.47,-0.639,,-0.31,[Fe/H],4.5,1.61,,,,,2,0,1,1,0,4,1,,7.17,8.11,,,5.412,4.968,4.793,4.798,4.612,4.791,4.744,,,,,,,,4.38E+00,3.58E+00,1.18E+00,-1.14E+00,19,,0.94,,,0.444,0.175,0.619,0.541,0.462,0.261,9
614,HD 40956,b,Radial Velocity,1,578.6,1.4,0.24,,2.7,Msini,,,0,0,0,0,06h06m39.16s,91.663147,+63d27m13.8s,63.453838,118.48,6.423,V (Johnson),,4869,2,8.56,11/30/2017,HD 40956 b,0,1,0,0,0,0,1.18E+01,2455341.88,338.62,68,,,,2.7,,858.141,858.141,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>,2017,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,14,12,http://exoplanet.eu/catalog/hd_40956_b/,,,HD 40956,HIP 28951,6.11087646,150.612827,19.310105,90.970495,40.02015,8.44,,,-34.5,9.7,35.8,,,,-15.8,5,K0,3.02,1.664,,0.14,[Fe/H],1.35,2.7,,,,,1,0,1,0,0,3,0,,6.423,7.435,,,4.851,4.177,4.143,,,,,,,,,,,,3.53E+00,3.72E+00,1.18E+00,-9.24E-01,12,,1.011,,,0.674,0.034,0.708,,,,6
615,HD 40979,b,Radial Velocity,1,264.15,0.846,0.252,,4.01,Msini,,,0,0,0,0,06h04m29.94s,91.124763,+44d15m37.6s,44.260445,33.3,6.735,V (Johnson),6.578,6089,1.15,,5/14/2014,HD 40979 b,0,1,0,0,0,0,2.54E+01,2453919,323.4,119.4,,,,4.01,,1274.44,1274.44,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,2002,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...586.1394F target=ref> Fischer et al. 2003 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,28,22,http://exoplanet.eu/catalog/hd_40979_b/,http://exoplanets.org/detail/HD_40979_b,2003-04,HD 40979,HIP 28767,6.07498423,168.495027,10.871678,90.861804,20.824518,,29.45,33.95,97,-153.7,181.7,95.1,-152.7,179.9,32.8,3.8,F8 V,,,,0.15,[Fe/H],,7.4,0.234,-4.63,,,7,0,1,6,0,3,2,,6.735,7.291,,,5.742,5.509,5.452,5.452,5.277,5.464,5.395,,,,,5.46E+00,4.36E+00,,,,,,15,,0.557,,,0.233,0.057,0.29,,,,5
616,HD 41004 A,b,Radial Velocity,1,963,,0.74,,2.54,Msini,,,0,0,0,1,05h59m49.65s,89.956871,-48d14m22.9s,-48.239693,43.03,8.65,V (Johnson),8.334,5010,0.7,,12/3/2014,HD 41004 A b,0,1,0,0,0,0,,2452425,97,99,,,,2.54,,807.25,807.25,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>,2004,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,20,18,http://exoplanet.eu/catalog/hd_41004_a_b/,,2004-11,HD 41004 A,HIP 28393 A,5.99712474,255.488574,-28.19611,89.90862,-71.67897,23.24,27.25,36.69,-42.2,66.5,78.8,-42.6,65.3,78,42.51,5.15,K1/K2 V,4.42,-0.187,,-0.09,[Fe/H],1.6,1.22,,,,,4,0,1,3,0,3,0,,8.65,9.537,,,7.004,6.549,6.428,6.363,6.301,6.31,6.236,,,,,,,,,,,,15,,0.887,,,0.455,0.121,0.576,,,,6
617,HD 41004 B,b,Radial Velocity,1,1.3283,,0.081,,18.37,Msini,,,0,0,0,0,05h59m49.65s,89.956886,-48d14m23.4s,-48.239841,43.03,,,,,0.4,,12/3/2014,HD 41004 B b,0,1,0,0,0,0,,2452434.88,178.5,6114,,,,18.37,,5838.29,5838.29,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>,2003,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003A&A...404..775Z target=ref> Zucker et al. 2003 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,13,10,http://exoplanet.eu/catalog/hd_41004_b_b/,,2003-06,HD 41004 B,HIP 28393 B,5.99712575,255.488742,-28.196126,89.908652,-71.679119,23.24,,,-42.27,65.16,77.67,,,,41.7,6.2,M2 V,,,,,,,,,,,,3,0,0,3,0,3,0,,,,,,7.004,6.549,6.428,6.363,6.301,6.31,6.236,,,,,,,,,,,,8,,,,,0.455,0.121,0.576,0.518,0.392,0.312,6
618,HD 4113,b,Radial Velocity,1,526.62,1.28,0.903,,1.56,Msini,,,0,0,0,0,00h43m12.60s,10.802486,-37d58m57.5s,-37.982632,44.05,7.881,V (Johnson),7.667,5688,0.99,,12/3/2014,HD 4113 b,0,1,0,0,0,0,2.91E+01,2453778,-42.3,97.1,,,,1.56,,495.79,495.79,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...480L..33T target=ref> Tamuz et al. 2008 </a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...480L..33T target=ref> Tamuz et al. 2008 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,20,17,http://exoplanet.eu/catalog/hd_4113_b/,http://exoplanets.org/detail/HD_4113_b,2008-03,HD 4113,HIP 3391,0.72016576,311.465495,-79.008869,351.967113,-38.564966,22.7,23.99,41.69,50.5,-110.8,121.8,49.3,-114.6,124.8,4.87,4.5,G5,4.4,0.086,,0.2,[Fe/H],6.4,1.37,,,,,1,0,1,0,0,3,1,,7.881,8.607,,,6.672,6.345,6.289,6.236,6.153,6.277,6.16,,,,,,,,,,,,15,,0.726,,,0.327,0.056,0.383,0.441,0.255,0.368,9
619,HD 42012,b,Radial Velocity,1,857.5,1.67,0.2,,1.6,Msini,,,0,0,0,0,06h09m56.47s,92.485275,+34d08m07.1s,34.1353,37.1,8.44,V (Johnson),,5405,0.83,0.82,3/2/2017,HD 42012 b,0,1,0,0,0,0,4.50E+01,2455386.2,,39,,,,1.6,,508.528,508.528,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...601A...9R target=ref>Rey et al. 2017</a>,2017,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...601A...9R target=ref>Rey et al. 2017</a>,Ground,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments,3,0,12,11,http://exoplanet.eu/catalog/hd_42012_b/,,,HD 42012,HIP 29242,6.16568502,178.060435,7.078082,92.093406,10.714067,26.94,,,31.7,-260,261.9,,,,,5,K0,4.45,,,-0.09,[Fe/H],4.1,2.2,,,,,1,0,1,0,0,3,0,,8.44,9.21,,,7.045,6.687,6.584,6.568,6.557,6.602,6.516,,,,,,,,,,,,13,,0.79,,,0.358,0.103,0.461,,,,6
620,HD 4203,b,Radial Velocity,2,437.05,1.1735,0.52,,1.82,Msini,,,0,0,0,0,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,77.82,8.687,V (Johnson),8.609,5702,1.13,,5/14/2014,HD 4203 b,0,1,0,0,0,0,1.51E+01,2451911.52,328.03,52.82,,,,1.82,,578.43,578.43,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>,2001,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...568..352V target=ref> Vogt et al. 2002 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,49,24,http://exoplanet.eu/catalog/hd_4203_b/,http://exoplanets.org/detail/HD_4203_b,2002-03,HD 4203,HIP 3502,0.74477838,120.79036,-42.394716,18.385702,14.378731,12.85,12.67,78.95,123.7,-123.3,174.7,122.2,-124.1,174.2,-14.1,4.5,G5,4.36,,,0.453,[Fe/H],,1.23,0.136,-5.18,,,3,0,1,2,0,3,2,,8.687,9.445,,,7.389,7.115,7.047,6.929,7.036,7.041,6.981,,,,,,,,,,,,13,,0.758,,,0.274,0.068,0.342,0.467,0.288,0.392,8
621,HD 4203,c,Radial Velocity,2,6700,6.95,0.24,,2.17,Msini,,,0,0,0,0,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,77.82,8.687,V (Johnson),8.609,5702,1.13,,5/14/2014,HD 4203 c,0,1,0,0,0,0,8.93E+01,2456000,224,22.2,,,,2.17,,689.66,689.66,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>,2014,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>,Ground,Gemini Observatory,8.19 m Gemini North Telescope,DSSI Speckle Camera,3,0,35,24,http://exoplanet.eu/catalog/hd_4203_c/,,2014-04,HD 4203,HIP 3502,0.74477838,120.79036,-42.394716,18.385702,14.378731,12.85,12.67,78.95,123.7,-123.3,174.7,122.2,-124.1,174.2,-14.1,4.5,G5,4.36,,,0.453,[Fe/H],,1.23,0.136,-5.18,,,3,0,1,2,0,3,2,,8.687,9.445,,,7.389,7.115,7.047,6.929,7.036,7.041,6.981,,,,,,,,,,,,13,,0.758,,,0.274,0.068,0.342,0.467,0.288,0.392,8
622,HD 4208,b,Radial Velocity,1,828,1.65,0.052,,0.804,Msini,,,0,0,0,0,00h44m26.65s,11.111043,-26d30m56.4s,-26.51568,32.7,7.78,V (Johnson),7.572,5600,0.87,,7/23/2014,HD 4208 b,0,1,0,0,0,0,5.05E+01,2451040,345,19.06,,,,0.804,,255.5,255.5,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,2001,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...568..352V target=ref> Vogt et al. 2002 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,43,29,http://exoplanet.eu/catalog/hd_4208_b/,http://exoplanets.org/detail/HD_4208_b,2002-03,HD 4208,HIP 3479,0.7407362,53.969069,-88.323786,358.735977,-28.567644,30.58,29.4,34.01,314.9,147.6,347.8,313.7,149.3,347.4,56.2,4.5,G5 V,4.52,,,-0.284,[Fe/H],,0,0.17,-4.95,,,3,0,1,2,0,3,2,,7.78,8.461,,,6.57,6.243,6.163,6.123,6.058,6.157,6.164,,,,,,,,,,,,14,,0.66,,,0.327,0.08,0.407,0.421,0.198,0.292,9
